sku,category,Description,Color,Specification,SP,MRP,productname,imgurl1,Stock,imgurl,Size
SKU: #LFG1954,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Outdoor Sandal,perfect good looking,durable and lightweight.</span><br><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Category:                           Sandals</span><br><span style=""color: #000000; font-family: 'book antiqua', palatino;"">season :                               Spring / Summer</span><br><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Over material:                   Synthetic and Textile</span><br><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Sole Type:                          Rubber sole</span><br><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Sole:                                    EVA sole</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Outdoor Sandal,perfect good looking,durable and lightweight.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Category:                           Sandals</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">season :                               Spring / Summer</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Over material:                   Synthetic and Textile</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Sole Type:                          Rubber sole</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Sole:                                    EVA sole</span>","Rs5,500.00",Rs0.00,Lafuma M Kempi sandal,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/lafuma_m_kempi_sandal2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/lafuma_m_kempi_sandal3.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/lafuma_m_kempi_sandal1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/lafuma_m_kempi_sandal6.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/lafuma_m_kempi_sandal4.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/lafuma_m_kempi_sandal5.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/lafuma_m_kempi_sandal1.jpg,
SKU: #LFG1956,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000;""><strong>Trail shoes man SPEEDTRAIL.</strong></span></p><br>
<p><strong style=""color: #000000;"">Shoe Trail man</strong><span style=""color: #000000;""> who ensures lightness and flexibility on short and medium distances.</span></p><br>
<p><span style=""color: #000000;"">Featuring technologies </span><strong style=""color: #000000;"">OrthoLite</strong><span style=""color: #000000;""> , </span><strong style=""color: #000000;"">VIBRAM</strong><span style=""color: #000000;""> and </span><strong style=""color: #000000;"">TWINLACE </strong><span style=""color: #000000;"">the </span><strong style=""color: #000000;"">SPEEDTRAIL</strong><span style=""color: #000000;""> looks like a trail shoe designed for short and medium distances, road profile and light to medium </span><strong style=""color: #000000;"">endurance Trails.</strong></p><br>
<p> </p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;""><strong>Trail shoes man SPEEDTRAIL.</strong></span>,<span style=""color: #000000;""> who ensures lightness and flexibility on short and medium distances.</span>,<span style=""color: #000000;"">Featuring technologies </span>,<span style=""color: #000000;""> , </span>,<span style=""color: #000000;""> and </span>,<span style=""color: #000000;"">the </span>,<span style=""color: #000000;""> looks like a trail shoe designed for short and medium distances, road profile and light to medium </span>","Rs7,400.00",Rs0.00,Lafuma Trail Shoes Speed Trail,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/p/speed_trail.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/p/speed_trail2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/p/speed_trail.jpg,
SKU: #Z230,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><strong><span style=""color: #000000; font-size: small;"">USE:</span></strong><br><span style=""color: #000000;"">Midcut shoe ideal for fast hiking and multisport.</span><br><strong></strong></p><br>
<p><strong><span style=""color: #000000; font-size: small;"">KEY FEATURES:</span></strong><br><span style=""color: #000000;"">Cordura upper with Kevlar and microinjection TPU reinforcement for top resistance and durability. Shoe tongue in Lycra and perforated microfiber for better foot wrapping, comfort and breathability. GORE-TEX® Extended Comfort membrane provides waterproofness and insulation. Exclusive ZAMBERLAN® VIBRAM® Speed Hiking sole gives traction, control, antitorsional stiffness and shock absorption.</span></p></div>
        </div>","<div class=""input-box"">
        <select name=""options[7]"" id=""select_7"" class="" required-entry product-custom-option"" title="""" onchange=""opConfig.reloadPrice()""><option value="""">-- Please Select --</option><option value=""7"" price=""0"">40 No. </option><option value=""8"" price=""0"">41 No. </option><option value=""9"" price=""0"">42 No. </option><option value=""10"" price=""0"">43H No. </option><option value=""11"" price=""0"">44H No. </option><option value=""12"" price=""0"">46 </option></select>                                </div>","<span style=""color: #000000;"">Midcut shoe ideal for fast hiking and multisport.</span>,<span style=""color: #000000;"">Cordura upper with Kevlar and microinjection TPU reinforcement for top resistance and durability. Shoe tongue in Lycra and perforated microfiber for better foot wrapping, comfort and breathability. GORE-TEX® Extended Comfort membrane provides waterproofness and insulation. Exclusive ZAMBERLAN® VIBRAM® Speed Hiking sole gives traction, control, antitorsional stiffness and shock absorption.</span>","Rs13,850.00",Rs0.00,Zamberlan SH Crosser  Plus GTX RR 230,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_plus_230-_right_angle.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_plus_230-left.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_plus_230-top_view.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_plus_230-bottom_view.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_230-right.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_plus_230-_right_angle.jpg,"<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>"
SKU: #Z245,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""font-family: 'book antiqua', palatino; color: #000000;""><strong>USE:</strong></span><br><span style=""font-family: 'book antiqua', palatino; color: #000000;"">Perfect for walking, day use, on-trail hiking.</span><br><span style=""font-family: 'book antiqua', palatino; color: #000000;""><strong>KEY FEATURES:</strong></span><br><span style=""font-family: 'book antiqua', palatino; color: #000000;"">HYDROBLOC® tumbled nubuk leather upper for maximum comfort. Protection from rubber rand on toe box. Added volume on the forefoot. Specific Zamberlan® Womens last. GORE-TEX® Performance Comfort membrane for breathability and waterproofness. Flexible and light with exclusive ZAMBERLAN® VIBRAM® Trail Mate sole.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""font-family: 'book antiqua', palatino; color: #000000;""><strong>USE:</strong></span>,<span style=""font-family: 'book antiqua', palatino; color: #000000;"">Perfect for walking, day use, on-trail hiking.</span>,<span style=""font-family: 'book antiqua', palatino; color: #000000;""><strong>KEY FEATURES:</strong></span>,<span style=""font-family: 'book antiqua', palatino; color: #000000;"">HYDROBLOC® tumbled nubuk leather upper for maximum comfort. Protection from rubber rand on toe box. Added volume on the forefoot. Specific Zamberlan® Womens last. GORE-TEX® Performance Comfort membrane for breathability and waterproofness. Flexible and light with exclusive ZAMBERLAN® VIBRAM® Trail Mate sole.</span>","Rs11,750.00",Rs0.00,Zamberlan Cairn GTX RR Wns-245,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/cairn_gtx_wns_245-bottom.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/u/tutorial2.png",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/u/tutorial2.png,
SKU: #newport h2 women,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Order up some adventure with a side of water in the Newport H2 from KEEN.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Ready for adverse conditions, the razor sipped outsole and 3mm lugs provide excellent traction.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">The washable polyester webbing upper features the odor-reducing Aegis Microbe Shield®.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">KEEN patented toe protection lets you follow any path, whether to rivers or trails.</span></p></div>
        </div>","<div class=""input-box"">
        <select name=""options[24]"" id=""select_24"" class="" required-entry product-custom-option"" title="""" onchange=""opConfig.reloadPrice()""><option value="""">-- Please Select --</option><option value=""45"" price=""0"">Black </option><option value=""46"" price=""0"">Gorgoyle Sap Green </option><option value=""43"" price=""0"">Navy Dream </option><option value=""44"" price=""0"">Sap Green Stripe </option></select>                                </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Order up some adventure with a side of water in the Newport H2 from KEEN.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Ready for adverse conditions, the razor sipped outsole and 3mm lugs provide excellent traction.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">The washable polyester webbing upper features the odor-reducing Aegis Microbe Shield®.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">KEEN patented toe protection lets you follow any path, whether to rivers or trails.</span>","
                    Rs5,400.00                ",Rs0.00,KEEN NEWPORT H2 WOMEN SANDAL,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/e/newporth2-ceramic.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/e/newport_h2_keen.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/o/sole_newport_h2_sandal.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/l/black_wmn_kenn_nwport_h2_sandal.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/l/black_wmn_kenn_nwport_h2_sandal.jpg,"<div class=""input-box"">
        <select name=""options[25]"" id=""select_25"" class="" required-entry product-custom-option"" title="""" onchange=""opConfig.reloadPrice()""><option value="""">-- Please Select --</option><option value=""47"" price=""0"">US-5 </option><option value=""48"" price=""0"">US-6 </option><option value=""49"" price=""0"">US-7 </option><option value=""50"" price=""0"">US-8 </option></select>                                </div>"
SKU: #4041,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>USE:</strong></span><br><span style=""color: #000000; font-family: 'book antiqua', palatino;"">High level mountaineering and use on high routes in the mountains and glaciers are the recommended uses for this boot. </span><br><span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>KEY FEATURES:</strong></span><br><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Lasted to provide a precise fit, maximum sensitivity and great performance.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">They feature a single piece thick premium grade Hydrobloc® leather upper, for maximum water protection, the exclusive Zamberlan® R.R.S. protective rand,</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">a double tongue which improves overall fit and the Vibram® Teton sole with the special Zamberlan® P.C.S. </span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Professional Crampon System for the use with crampons. Lined in Duratherm GORE-TEX®. </span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>USE:</strong></span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">High level mountaineering and use on high routes in the mountains and glaciers are the recommended uses for this boot. </span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>KEY FEATURES:</strong></span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Lasted to provide a precise fit, maximum sensitivity and great performance.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">They feature a single piece thick premium grade Hydrobloc® leather upper, for maximum water protection, the exclusive Zamberlan® R.R.S. protective rand,</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">a double tongue which improves overall fit and the Vibram® Teton sole with the special Zamberlan® P.C.S. </span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Professional Crampon System for the use with crampons. Lined in Duratherm GORE-TEX®. </span>","Rs28,000.00",Rs0.00,ZAMBERLAN 4041 EXPERT PRO GTX RR,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/x/expert_pro_zamberlan.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/x/expert4.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/x/expert_pro_zamberlan.jpg,
SKU: #A80,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000;""><strong>USE:</strong></span><br><span style=""color: #000000;"">Ideal for use on falaise and difficult routes. </span><br><span style=""color: #000000;""><strong>KEY FEATURES:</strong></span><br><span style=""color: #000000;"">Sensitive shoe, extremely versatile and easy to put on thanks to the velcro fastening with micrometric regulation. Patented closing system.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;""><strong>USE:</strong></span>,<span style=""color: #000000;"">Ideal for use on falaise and difficult routes. </span>,<span style=""color: #000000;""><strong>KEY FEATURES:</strong></span>,<span style=""color: #000000;"">Sensitive shoe, extremely versatile and easy to put on thanks to the velcro fastening with micrometric regulation. Patented closing system.</span>","Rs10,400.00",Rs0.00,ZAMBERLAN A80 RAPIDA ,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/rapida1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/rapida2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/rapida1.jpg,
SKU: #A84,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000;""><strong>USE:</strong></span><br><span style=""color: #000000;"">Comfortable and easy to wear.</span><br><span style=""color: #000000;""><strong>KEY FEATURES:</strong></span><br><span style=""color: #000000;"">Slipper with high sensitivity and extreme adherence, comfortable and easy to put on thanks to the blocking of the foot with the double reinforced elastic stripe at the instep. Very performing and wrapping. Patented closure system.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;""><strong>USE:</strong></span>,<span style=""color: #000000;"">Comfortable and easy to wear.</span>,<span style=""color: #000000;""><strong>KEY FEATURES:</strong></span>,<span style=""color: #000000;"">Slipper with high sensitivity and extreme adherence, comfortable and easy to put on thanks to the blocking of the foot with the double reinforced elastic stripe at the instep. Very performing and wrapping. Patented closure system.</span>","Rs9,125.00",Rs0.00,ZAMBERLAN A84 DINAMICA,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/8/a84_dinamica_1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/i/dinamica3.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/8/a84_dinamica_1.jpg,
SKU: #1276,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">SIZES- 7-14 (1/2 THRU 12)</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">COLOR-BISON/ORION BLUE &amp; BLACK/MADDER BROWN</span></p></div>
        </div>","<div class=""input-box"">
        <select name=""options[8]"" id=""select_8"" class="" required-entry product-custom-option"" title="""" onchange=""opConfig.reloadPrice()""><option value="""">-- Please Select --</option><option value=""13"" price=""0"">US 8 </option></select>                                </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;"">SIZES- 7-14 (1/2 THRU 12)</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">COLOR-BISON/ORION BLUE &amp; BLACK/MADDER BROWN</span>","Rs10,950.00",Rs0.00,KEEN KLAMATH,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/e/keen_klamath_mid.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/e/keen_klamath_mid.jpg,"<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>"
SKU: ,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><h4>Sport Sandal Technology</h4><br>
<ul><br>
<li><a>Lightweight</a></li><br>
<li><a>X-Strap<sup>®</sup> Patent</a></li><br>
<li><a>Triple-Layer Sole</a></li><br>
<li><a>Green Dot™ Guarantee</a></li><br>
<li><a>A.R.T2™</a></li><br>
<li><a>A.R.T4™</a></li><br>
<li><a>Fast-Drying Straps</a></li><br>
<li><a>Anti-Microbial Compound</a></li><br>
<li><a>Eco-Logic™ Carry Bag</a></li><br>
<li><a>Slip-On Option</a></li><br>
<li><a>ID™ Number</a></li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>",,"Rs4,000.00",Rs0.00,Source Classic Men Sandal,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/l/classic1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/l/classic2_1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/l/classic3.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/l/classic4_1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/l/classic5_1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/l/classic6.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/l/classic6.jpg,
SKU: #145,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><strong><span style=""color: #000000; font-family: 'book antiqua', palatino;"">USE:</span></strong><br><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Lightweight and protective, ideal for a variety of outdoor activities, travel and everyday use.</span></p><br>
<p><strong><span style=""color: #000000; font-family: 'book antiqua', palatino;"">KEY FEATURES:</span></strong><br><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Hydrobloc® split leather and Cordura® nylon uppers </span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">GORE-TEX® lining for water protection and exceptional breathabilty </span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Microtex wicking nylon collar lining helps control excess moisture </span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Removable Zamberlan® Comfort Fit footbeds feature cushioned forefoot and moisture</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Wicking topsheets for extra comfort and performance </span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">The up-to-toe lacing system grants precise fit </span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Side traction webbing to lock heel well in place </span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">RRS toe rubber rand for enhanced protection </span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Vibram Zamberlan Active sole for comfort, grip, durability.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Lightweight and protective, ideal for a variety of outdoor activities, travel and everyday use.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Hydrobloc® split leather and Cordura® nylon uppers </span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">GORE-TEX® lining for water protection and exceptional breathabilty </span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Microtex wicking nylon collar lining helps control excess moisture </span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Removable Zamberlan® Comfort Fit footbeds feature cushioned forefoot and moisture</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Wicking topsheets for extra comfort and performance </span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">The up-to-toe lacing system grants precise fit </span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Side traction webbing to lock heel well in place </span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">RRS toe rubber rand for enhanced protection </span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Vibram Zamberlan Active sole for comfort, grip, durability.</span>","Rs10,925.00",Rs0.00,ZAMBERLAN ZENITH 145 MID GT,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/4/145_zenith_1.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/4/145_zenith_1.jpg,
SKU: #Z130,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><strong><span style=""color: #000000;"">USE:</span></strong><br><span style=""color: #000000;"">Low cut shoe ideal for fast hiking on mixed terrains.</span></p><br>
<p><strong><span style=""color: #000000;"">KEY FEATURES:</span></strong><br><span style=""color: #000000;"">Cordura upper with Kevlar and microinjection TPU reinforcement for top resistance and durability.</span></p><br>
<p><span style=""color: #000000;"">Shoe tongue in Lycra and perforated microfiber for better foot wrapping, comfort and breathability.</span></p><br>
<p><span style=""color: #000000;"">GORE-TEX® Extended Comfort membrane provides waterproofness and insulation.</span></p><br>
<p><span style=""color: #000000;"">Exclusive ZAMBERLAN® VIBRAM® Speed Hiking sole gives traction, control, antitorsional stiffness and shock absorption.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000;"">Low cut shoe ideal for fast hiking on mixed terrains.</span>,<span style=""color: #000000;"">Cordura upper with Kevlar and microinjection TPU reinforcement for top resistance and durability.</span>,<span style=""color: #000000;"">Shoe tongue in Lycra and perforated microfiber for better foot wrapping, comfort and breathability.</span>,<span style=""color: #000000;"">GORE-TEX® Extended Comfort membrane provides waterproofness and insulation.</span>,<span style=""color: #000000;"">Exclusive ZAMBERLAN® VIBRAM® Speed Hiking sole gives traction, control, antitorsional stiffness and shock absorption.</span>","Rs11,750.00",Rs0.00,ZAMBERLAN SH CROSSER GTX RR,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_130.png,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/sh_crosser_130.png,
