sku,New Sku,category,Description,Color,Specification,SP,MRP,productname,imgurl1,Stock,imgurl,Size
#QSG-20,AXS11343,Camping ; Outdoor,"
                    The Explorer range of sleeping are duck down filled sleeping bags designed for general outdoor and trek and travel use. They are filled with 600 fill power European Duck down and use a Pertex Microlight inner and outer fabric. These bags balance the robust consrtuction with weight and warmth, ideal for camping, travel and general use.
The bags can be unzipped completely via a full L-shaped zip so can be used as a light down quilt or vented in warmer conditions.
 
Comfort 7°C
Limit of Comfort 2°C
Extreme -13°C
 
Weight: 940g / 33.2oz (+60g / 2.1oz stuffsac)
        ","
                
            ","The Explorer range of sleeping are duck down filled sleeping bags designed for general outdoor and trek and travel use. They are filled with 600 fill power European Duck down and use a Pertex Microlight inner and outer fabric. These bags balance the robust consrtuction with weight and warmth, ideal for camping, travel and general use.,The bags can be unzipped completely via a full L-shaped zip so can be used as a light down quilt or vented in warmer conditions., ,Comfort 7°C,Limit of Comfort 2°C,Extreme -13°C, ,Weight: 940g / 33.2oz (+60g / 2.1oz stuffsac)",,"Rs12,600.00",RAB EXPLORER 300,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/x/explorer_300_rab.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/x/explorer_300_rab.jpg,
#QSM-26,AXS11344,Expedition Gears,"
                    The Expedition series of sleeping bags have been created by Rab for the harshest conditions.
Made with Pertex Microlight and Pertex Endurance fabrics, these sleeping bags will offer protection and warmth at some of the lowest temperatures.
The Expedition bags are slightly oversized to accomodate expedition clothing when getting into the bags.
The head and foot area of the bags are lined with water resistant Pertex Endurance to prevent water ingress into the bag from footwear and clothing.
The Expedition series of bags are the warmest Rab sleeping bags and are designed for use in the Arctic and at altitude.
 
Comfort -29°C
Limit of Comfort -40°C
Extreme -67°C
 
Weight: 1920g / 67.7oz (+160g / 5.6oz stuffsac)
 
Perfect for: expeditions to 8000m peaks / polar regions
        ","
                
            ","The Expedition series of sleeping bags have been created by Rab for the harshest conditions.,Made with Pertex Microlight and Pertex Endurance fabrics, these sleeping bags will offer protection and warmth at some of the lowest temperatures.,The Expedition bags are slightly oversized to accomodate expedition clothing when getting into the bags.,The head and foot area of the bags are lined with water resistant Pertex Endurance to prevent water ingress into the bag from footwear and clothing.,The Expedition series of bags are the warmest Rab sleeping bags and are designed for use in the Arctic and at altitude., ,Comfort -29°C,Limit of Comfort -40°C,Extreme -67°C, ,Weight: 1920g / 67.7oz (+160g / 5.6oz stuffsac), ,Perfect for: expeditions to 8000m peaks / polar regions",,"Rs65,750.00",RAB sleeping bag EXPEDITION 1200,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/x/expedition_1200_rab.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/x/expedition_1200_rab_1.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/x/expedition_1200_rab_1.jpg,
#QSM-26,AXS11345,Camping ; Outdoor,"
                    The Expedition series of sleeping bags have been created by Rab for the harshest conditions.
Made with Pertex Microlight and Pertex Endurance fabrics, these sleeping bags will offer protection and warmth at some of the lowest temperatures.
The Expedition bags are slightly oversized to accomodate expedition clothing when getting into the bags.
The head and foot area of the bags are lined with water resistant Pertex Endurance to prevent water ingress into the bag from footwear and clothing.
The Expedition series of bags are the warmest Rab sleeping bags and are designed for use in the Arctic and at altitude.
 
Comfort -29°C
Limit of Comfort -40°C
Extreme -67°C
 
Weight: 1920g / 67.7oz (+160g / 5.6oz stuffsac)
 
Perfect for: expeditions to 8000m peaks / polar regions
        ","
                
            ","The Expedition series of sleeping bags have been created by Rab for the harshest conditions.,Made with Pertex Microlight and Pertex Endurance fabrics, these sleeping bags will offer protection and warmth at some of the lowest temperatures.,The Expedition bags are slightly oversized to accomodate expedition clothing when getting into the bags.,The head and foot area of the bags are lined with water resistant Pertex Endurance to prevent water ingress into the bag from footwear and clothing.,The Expedition series of bags are the warmest Rab sleeping bags and are designed for use in the Arctic and at altitude., ,Comfort -29°C,Limit of Comfort -40°C,Extreme -67°C, ,Weight: 1920g / 67.7oz (+160g / 5.6oz stuffsac), ,Perfect for: expeditions to 8000m peaks / polar regions",,"Rs65,750.00",RAB sleeping bag EXPEDITION 1200,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/x/expedition_1200_rab.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/x/expedition_1200_rab_1.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/x/expedition_1200_rab_1.jpg,
#QVR-38,AXS11346,Clothing,"
                    
Pertex® Equilibrium fabric
Helmet compatible hood, wired peak, kitty clip roll down closure
YKK front zip, internal storm flap, chin guard
2 YKK zipped A-line pockets
Elasticated cuffs , hem drawcord
Reflective trim
Fit: Regular

        ","
                
            ",,,"Rs7,200.00",RAB ALPINE JACKET,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/l/alpine_jacket_apple.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/l/alpine_jacket_apple.jpg,
#QVR-39,AXS11347,Clothing,"
                    
Pertex® Equilibrium outer fabric
Wicking micro fleece drop liner
Adjustable helmet compatible hood, wired peak, roll down Velcro® tab
2-way YKK front zip, internal storm flap, chin guard
2 YKK zipped A-line chest pockets
1 YKK Napoleon pocket
YKK pit zips
Low bulk cuffs with Velcro® adjustment
Hem drawcord
Fit: Regular

 Outer Fabric

Warp: 70d
Weft: 70d
DWR/Spray: 80/20
Air Perm: 8cc
Weight/m: 115g/m
Comp: 100% Nylon
Oeko Tex certified.

 
        ","
                
            "," Outer Fabric, ",,"Rs10,100.00",RAB VAPOUR RISE JACKET,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr_jacket_darkshark.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr_jacket_darkshark.jpg,
#QVR-42,AXS11348,Clothing,"
                    
Pertex® Equilibrium outer fabric
Wicking micro fleece drop liner
Revised styling
2 YKK zipped handwarmer pockets
2-way opening YKK zipped fly
Part-elasticated waistband. Hook &amp; bar with snap closure
Belt loops
Knee articulation
Reinforced unlined hem
Hem drawcord and eyelets for under boot cord
Inside leg length 84cm/33inch (L)
Fit: Regular

Outer Fabric

Warp: 70d
Weft: 70d
DWR/Spray: 80/20
Air Perm: 8cc
Weight/m: 115g/m
Comp: 100% Nylon
Oeko Tex certified.

        ","
                
            ",,,"Rs7,450.00",RAB VAPOUR-RISE PANTS,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/a/vapourrise_pants_black.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/a/vapourrise_pants_black.jpg,
#QWE-15,AXS11349,Clothing,"
                    
eVent® 3L fabric
3⁄4 length YKK Aquaguard® side zips, internal storm flap, rain drain
Additional zip sliders allow venting
Elasticated waistband with drawcord
Brace attachment points
Knee articulation
Hem drawcord
Reinforced kick patches
Inside leg length 77cm/30inch (size 12)
Fit: Regular

        ","
                
            ",,,"Rs14,100.00",RAB WOMEN'S LATOK ALPINE PANTS,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/o/women_lato.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/o/womens_latok_alpine_pants_black_angle.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/o/women_lato.jpg,
#QWE-16,AXS11350,Clothing,"
                    
eVent® 3L fabric
3⁄4 length YKK Aquaguard® side zips, internal storm flap, rain drain
Additional zip sliders allow venting
YKK Aquaguard® zip fly
Part elasticated waistband
Brace attachment points
Knee articulation
Hem drawcord
Reinforced kick patches
Inside leg length 84cm/33inch (L)
Fit: Regular

        ","
                
            ",,,"Rs15,350.00",Rab Latok Alpine Pant,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/latokalpine.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/latok_alpine_pants_black_angle.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/latokalpine.jpg,
#QWE-76,AXS11351,Clothing,"
                    
Polartec® NeoShell® 3L fabric
Cordura® fabric kick patches
YKK Aquaguard® 3⁄4 side zips, internal storm flap
Additional zip heads allow venting
YKK Aquaguard® zip fly
Snap closure at waistband with hook and eye
Tricot lined waistband
Belt loops
Brace attachment points
2 YKK Aquaguard® handwarmer pockets
Knee articulation
Hem drawcord
Reflective trim
Inside leg length 77cm/30inch (size 12)
Fit: Regular

        ","
                
            ",,,"Rs16,475.00",RAB WOMEN'S STRETCH NEO PANTS,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/o/woman_stretch_neo_pants_beluga.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/o/woman_stretch_neo_pants_beluga.jpg,
#QWF-16,AXS11352,Clothing,"
                    The Kinetic jacket is a very light waterproof jacket and is constructed from 2.5Layer Pertex® Shield® +fabric.The Kinetic jacket is designed for the demanding standards of Alpine climbers so although it is lightweight this is not at the expense of function.For your 220g / 8oz the Kinetic Jacket delivers a full length front zip with storm flaps, adjustable cuffs, a helmet compatible hood with drawcord adjustment and 2 large mesh lined pockets that also double as vents for when working really hard.The features that make this jacket suited to Alpine climbing also mean it is an excellent choice for multi activity use, multi-day backpacking trips, adventure racing, mountain marathons and the light weight and small pack size make the Kinetic jacket ideal for trek and travel use.Sizes: S-XXLWeight: 220g / 8oz (size Large)
        ","
                
            ","The Kinetic jacket is a very light waterproof jacket and is constructed from 2.5Layer Pertex® Shield® +fabric.,The Kinetic jacket is designed for the demanding standards of Alpine climbers so although it is lightweight this is not at the expense of function.,For your 220g / 8oz the Kinetic Jacket delivers a full length front zip with storm flaps, adjustable cuffs, a helmet compatible hood with drawcord adjustment and 2 large mesh lined pockets that also double as vents for when working really hard.,The features that make this jacket suited to Alpine climbing also mean it is an excellent choice for multi activity use, multi-day backpacking trips, adventure racing, mountain marathons and the light weight and small pack size make the Kinetic jacket ideal for trek and travel use.,: S-XXL,220g / 8oz (size Large)",,"Rs12,925.00",RAB KINETIC JACKET,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/i/kinetic_jacket_apple_copy1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/i/kinetic_jacket_black_copy1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/i/kinetic_poker.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/i/kinetic_jacket_breaker_copy1.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/i/kinetic_jacket_apple_copy1.jpg,
#QWF-18,AXS11353,Clothing,"
                    The Kinetic Pants are lightweight waterproof trousers using Pertex® Shield + fabric with stretch
The Kinetic pants are the lightest waterproof trousers we make- coming in at just 180g in size large there is no excuse to not carry them everywhere you go. Whether you are a mountain marathoner, lightweight back packer or super light Alpinist the Kinetic Pants are well worth considering.
The elasticated waist band is low bulk and fits comfortably with a harness or rucksack, the knee length side zips make getting them on and off nice and simple and the cut and fit use the slight stretch in the fabric to achieve fantastic movement.
 
 
Sizes: S - XXL
Weight: 180g / 6oz
        ","
                
            ","The Kinetic Pants are lightweight waterproof trousers using Pertex® Shield + fabric with stretch,The Kinetic pants are the lightest waterproof trousers we make- coming in at just 180g in size large there is no excuse to not carry them everywhere you go. Whether you are a mountain marathoner, lightweight back packer or super light Alpinist the Kinetic Pants are well worth considering.,The elasticated waist band is low bulk and fits comfortably with a harness or rucksack, the knee length side zips make getting them on and off nice and simple and the cut and fit use the slight stretch in the fabric to achieve fantastic movement.",,"Rs11,575.00",RAB KINETIC PANTS,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/i/kinetic__pants__black_angle_1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/i/kinetic__pants__black_1.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/i/kinetic__pants__black_angle_1.jpg,
#QWQ-12,AXS11354,Clothing,"
                    The Momentum Jacket is a fully waterproof alpine mountain jacket made from lightweight 3 Layer eVent®.
The Momentum is the culmination of years making shell jackets for high level alpinists, forever asking for ever lighter equipment, the Momentum is a climbers shell designed for climbers making ascents in the pure alpine style.
The Momentum features napoleon pockets that are large and easy to access whilst climbing, a proper helmet compatible hood with great movement and visibility along with easy adjustability, water-resistant zips keep the wet out and adjustable velcro cuffs allow sleeves to be rolled up if required. Reflective detailing mean you shouldn't lose your climbing partner in the dark . . . unless you really want to. . .
These features also make the Momentum the ideal multisport jacket combing lightweight with functionality and a great active fit.
 
Sizes: S - XXL
Weight: 360g / 13oz
        ","
                
            ",,,"Rs21,300.00",RAB Momentum jacket,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/o/momentum_changed.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/o/momentum_jacket_black.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/o/momentum_jacket_satsuma_1_1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/o/momentum_jacket_maya.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/o/momentum_jacket_red.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/o/momentum_jacket_red.jpg,
#QWS-13,AXS11355,Clothing,"
                    
Polygiene® STAY FRESH odour control treatment
Under helmet hood
Deep venting YKK chest zip
1 YKK zipped chest stash pocket
Flatlock low bulk stretch seams
Open cuffs
Fit: Slim
Warp: 75d+40d
Air perm: 8-10CFM


Weight/m: 131g/m
Comp: 86% Polyster/ 14% Spandex
Oeko Tex certified
Polygiene Treatment
UPF: 50+

        ","
                
            ",,,"Rs3,900.00",RAB BOREAS PULL ON,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/o/boreas_pullon_mineral_copy6.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/o/boreas2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/o/boreas1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/o/boreas3.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/o/boreas1.jpg,
#QWS-14,AXS11356,Clothing,"
                    The Women's Aurora Pull-on is all new for Spring 2011. It is a lightweight, stretch fit, half zip top that offers protection from sun and elements.

The Aurora offers UPF 50+ protection, a venting chest zip, a single concealed pocket for small items and a hood that fits neatly under a helmet. The fabric offers some wind protection but not at the expense of breathability - the Aurora having an unashamedly warm weather bias! perfect for those long summer days at the crag with the temperature in the high 30's  . . .  (or did we dream those?)
The Rab Aurora Pull-on (on its launch in 2011) was awarded a coveted Backpacker Magazine Editor's Choice award.
 
New for 2013 the Aurora gets a new hidden addition - Polygiene Anti-bacterial treatment. This basically means that you can wear the Aurora for longer between washes (without offedning those around you..)
 
Sizes: 8 - 16
Weight: 240g / 8oz
        ","
                
            ",,,"Rs3,900.00",RAB Jacket aurora pull-on,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/o/womens_aurora_fuschia.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/o/womens_aurora_pullon_majestic.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/o/womens_aurora_turquoise.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/o/womens_aurora_pullon_beluga.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/o/womens_aurora_fuschia.jpg,
#qws-18,AXS11357,Clothing,"
                    
Pertex Quantum® fabric
Deep venting YKK chest zip with storm flap and chin guard
Collar drawcord
Elasticated cuffs
Hem drawcord
Fixed internal stuff pouch
Reflective trim
Fit: Regular

        ","
                
            ",,,"Rs4,250.00",Rab CIRRUS PULL-ON,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cirrus_pullon_rab2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cirrus_pullon_maya_rab.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cirrus_pullon_rab3.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cirrus_pullon_maya_rab.jpg,
#qws-19,AXS11358,Clothing,"
                    The Cirrus Wind Top is the full zip version of the Cirrus Pull-on, and like it uses an updated Pertex Quantum 20 denier fabric. The Wind Top also features an under-helmet hood and 2 zipped hand-warmer pockets. The left pocket doubles as an integral stuff sack.
Designed for fast and light use the Cirrus Wind Top is a fully featured jacket that can be used over layers to create a warm and windproof clothing system yet weighs in at just 140g.
The Cirrus Wind Top is ideal for adventure racers, mountain marathons, fell runners, mountain bikers, or even for super lightweight alpine style ascents on rock where wind proof protection is required.
 
Sizes: S - XXL
Weight: 140g (Large)
        ","
                
            ",,,"Rs4,800.00",Rab CIRRUS WIND TOP,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cirrus_wind_top_rab3.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cirrus_wind_top_rab2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cirrus_wind_rab.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cirrus_wind_rab.jpg,
#rainsuit Indian,AXS11359,Season Sale,"
                    Rain-Proof
Made in India
        ","
                
            ","Rain-Proof,Made in India",,"Rs1,200.00",Rainsuit Indian,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/rainsuit.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/rainsuit...jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/rainsuit..jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/rainsuit..jpg,
#RC48014,AXS11360,Camping ; Outdoor,"
                    Fusing rope ends helps protect your rope and prevent unraveling after cutting the rope.
        ","
                
            ",Fusing rope ends helps protect your rope and prevent unraveling after cutting the rope.,,"Rs14,350.00",PMI Electric Hot Knife,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/o/hot_knife.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/o/hot_knife.jpg,
#rimrock 2p,AXS11361,Camping ; Outdoor,"
                    Where value and versatility meet space, weight and stability.
The rimrock series delivers cavernous internal space with open headroom and tons of features for maximum livability.
Large doors with easy open zippers, generous vestibules and lightweight freestanding construction make rimrock the ideal 3-season tent.
 
Pack weight: 5lbs 11oz. Floor area: 35 sq.ft. 2 person.
Three season. Available in Realtree Xtra.Footprint sold separately

        ","
                
            ","Where value and versatility meet space, weight and stability.,The rimrock series delivers cavernous internal space with open headroom and tons of features for maximum livability.,Large doors with easy open zippers, generous vestibules and lightweight freestanding construction make rimrock the ideal 3-season tent.,Pack weight: 5lbs 11oz. Floor area: 35 sq.ft. 2 person.,Three season. Available in Realtree Xtra.,Footprint sold separately,",,"Rs13,500.00",Easton Tent Rimrock 2P,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/i/rimrock2p.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/i/rimrock-2p.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/i/rimrock-2p-tent.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/i/rimrock-2p-tent.jpg,
#RL2MH14,AXS11362,Clothing,"
                    Stretch polar fleece beanie - this beanie looks as soft as it feels
        ","
                
            ",Stretch polar fleece beanie - this beanie looks as soft as it feels,,Rs750.00,Rossignol Beanie Doug Fleece,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/o/doug_fleece_cap.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/e/red_doug_fleece.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/l/blue_fleece_rossignol.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/o/doug_fleece_cap.jpg,
#slickrock-3p,AXS11363,Camping ; Outdoor,"
                    Easton Slickrock is a three-season lightweight backpack shelter that offers tons of living space and maximum stability and wind resistance.  The unique asymmetrical pole design enhances the internal living space and is made with new Syclone composite pole technology.  Slickrock is the perfect combination of lightweight stability with more livability comfort.
Syclone Composite Poles: Engineered using advance composites with multi-directional wound construction, Syclone tent poles are the newest innovation in high performance tents and yield 80% more resilience in wind and flex-testing.
 
Tents include: canopy, fly, poles, stakes, stuff sacks, and guy lines.  Footprint and gear loft sold separately.
Pack weight: 5lb 13oz. 3 person. Three season.Foot print sold separately
        ","
                
            ","Easton Slickrock is a three-season lightweight backpack shelter that offers tons of living space and maximum stability and wind resistance.  The unique asymmetrical pole design enhances the internal living space and is made with new Syclone composite pole technology.  Slickrock is the perfect combination of lightweight stability with more livability comfort.,Syclone Composite Poles: Engineered using advance composites with multi-directional wound construction, Syclone tent poles are the newest innovation in high performance tents and yield 80% more resilience in wind and flex-testing., ,Tents include: canopy, fly, poles, stakes, stuff sacks, and guy lines.  Footprint and gear loft sold separately.,Pack weight: 5lb 13oz. 3 person. Three season.Foot print sold separately",,"Rs24,500.00",Easton Tent Slickrock 3P,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/l/slickrock-3-no-fly-clipped.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/l/slickrock-3-fly-on-clipped.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/l/slickrock-3-no-fly-clipped.jpg,
#static goggle,AXS11364,Camping ; Outdoor,"
                    
Bold street series styling maximizes fashion and function
Virtually unbreakable triloid nylon frames
Shatterproof lenses block 100% of uv rays
Certified to ansi z87.1-2003 high impact and optical performance standard
Rated as osha grade occupational protective eyewear

        ","
                
            ",,,"Rs8,000.00",Wileyx Static Pol Green Lens / Matte Black Frame,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/i/wileyx_static_goggle.png,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/i/wileyx_static_case.png",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/i/wileyx_static_goggle.png,
#torrent-2p,AXS11365,Season Sale,"
                    Pack weight: 8lbs 1oz. Floor area: 35 sq.ft. 2 Person. All season.Footprint sold separately.
Head outside no matter what the weather with torrent, the most versatile tent for high or low altitude performance. Innovative frame geometry delivers superior strength and storm shedding stability. Vertical sidewalls mean maximum livability and wide-open headroom. Double wall construction is hermetically sealed to keep blowing dust or snow out. Lightweight durable materials and unmatched climate control venting make torrent the go-to shelter for adventure in any season.
 
Rainfly available in Realtree camo or solid orange.
        ","
                
            ","Pack weight: 8lbs 1oz. Floor area: 35 sq.ft. 2 Person. All season.,Footprint sold separately.,Head outside no matter what the weather with torrent, the most versatile tent for high or low altitude performance. Innovative frame geometry delivers superior strength and storm shedding stability. Vertical sidewalls mean maximum livability and wide-open headroom. Double wall construction is hermetically sealed to keep blowing dust or snow out. Lightweight durable materials and unmatched climate control venting make torrent the go-to shelter for adventure in any season., ,Rainfly available in Realtree camo or solid orange.",,"Rs29,500.00",Easton Tent Torrent 2P,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/o/torrent2p-easton.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/o/torrent2p-easton.jpg,
#torrent-2p,AXS11366,Camping ; Outdoor,"
                    Pack weight: 8lbs 1oz. Floor area: 35 sq.ft. 2 Person. All season.Footprint sold separately.
Head outside no matter what the weather with torrent, the most versatile tent for high or low altitude performance. Innovative frame geometry delivers superior strength and storm shedding stability. Vertical sidewalls mean maximum livability and wide-open headroom. Double wall construction is hermetically sealed to keep blowing dust or snow out. Lightweight durable materials and unmatched climate control venting make torrent the go-to shelter for adventure in any season.
 
Rainfly available in Realtree camo or solid orange.
        ","
                
            ","Pack weight: 8lbs 1oz. Floor area: 35 sq.ft. 2 Person. All season.,Footprint sold separately.,Head outside no matter what the weather with torrent, the most versatile tent for high or low altitude performance. Innovative frame geometry delivers superior strength and storm shedding stability. Vertical sidewalls mean maximum livability and wide-open headroom. Double wall construction is hermetically sealed to keep blowing dust or snow out. Lightweight durable materials and unmatched climate control venting make torrent the go-to shelter for adventure in any season., ,Rainfly available in Realtree camo or solid orange.",,"Rs29,500.00",Easton Tent Torrent 2P,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/o/torrent2p-easton.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/o/torrent2p-easton.jpg,
