MRP,productname,description1,,id,imgurl
"
		Rs.33,750.00			",Aeromic HeadSet," Aeromic is simply the most rugged sweat resistance headset made. Designed specifically to with stand the rigoris of the fitness industry. Light weight super adjustable and comfortable. No rust - Pure steel cable - not copper wire. NEW! Upgraded PHAT Frame. NEW! Upgraded Capsule technology for additional sweat protection. Super shrink wrapping around connector keeps sweat out USED Daily in over 10000 Clubs world wide.    




	     ",PROLINE4461,338,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Aeromic_HeadSet_4ef1b2704c471.jpg
"
		Rs.3,900.00			",Airex Foam Mat 180cm," AIREX The Airex Fitline durable professional-quality fitness mat is perfect for abs work or any mat exercise. Closed cell structure offers excellent durability and cushioning. Ribbed texture for better grip water resistant and easy to clean and rolls for easy storage.   




	     ",PROLINE4462,333,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Airex_Foam_Mat_1_4ef1a8772d6dc.jpg
"
		Rs.3,000.00			",Airex Foam Mat 140cm," AIREX The Airex Fitline durable professional-quality fitness mat is perfect for abs work or any mat exercise. Closed cell structure offers excellent durability and cushioning. Ribbed texture for better grip water resistant and easy to clean and rolls for easy storage.   




	     ",PROLINE4463,332,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Airex_Foam_Mat_1_4ef19ca50f747.jpg
"
		Rs.113,985.00			",Eleiko Sport Training Platform 2 x 2m," An elegant exercise platform that is very easy to assemble. Thanks to the slim dimensions - 2 x 2 meters - this Sports Training platform is perfect for fitness centers with limited space.  The middle section is made of very stable and durable laminate top with an excellent gripping surface. It is surrounded by black rubber mats and the whole thing is held together with a powder coated metal frame.   




	     ",PROLINE4464,769,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Sport_Tra_5228935f9279d.jpg
"
		Rs.7,050.00			",Weighted Vest 40lb," An essential tool in your conditioning armoury!
 Our snug fitting vests are ideal for adding resistance to your training sessions. Perfect for plyometrics speed agility endurance aerobics and strength overload without affecting biomechanics Simply add or remove weighted packets to perfectly customise to your level of fitness from 1kg through to 9kg or 1kg through to 16kg.
 The weighted shot packets fit into internal pockets conforming to your body for total comfort. The design ensure the weights and vest remain secure even during the most physical training. The vest's unique double closure design makes it a one size fits all suitable for men and woman of all sizes.   




	     ",PROLINE4465,256,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Weighted_Vest_40_4ec4e668d6004.jpg
"
		Rs.4,350.00			",BOSU™ Ballast Ball," BOSU® Ballast® Ball PRO stays put so that balls don't wander around the gym floor. Constructed of high-quality burst-resistant material it has a six-sided design for proper alignment and positioning. With the BOSU® Ballast® Ball individuals can perform exercise progressions and dynamic drills that aren't possible on a regular stability ball. The product is translucent light blue with white multi-dimensional material and includes a foot pump and workout DVD. Product can be inflated between 55cm and 65 cm 6.5 lbs. Made in the USA.   




	     ",PROLINE4466,243,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BOSU____Ballast__4ee875b470951.jpg
"
		Rs.4,350.00			",BOSU™ Ballast Ball," BOSU® Ballast® Ball PRO stays put so that balls don't wander around the gym floor. Constructed of high-quality burst-resistant material it has a six-sided design for proper alignment and positioning. With the BOSU® Ballast® Ball individuals can perform exercise progressions and dynamic drills that aren't possible on a regular stability ball. The product is translucent light blue with white multi-dimensional material and includes a foot pump and workout DVD. Product can be inflated between 55cm and 65 cm 6.5 lbs. Made in the USA.   




	     ",PROLINE4467,243,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BOSU____Ballast__4ee875b470951.jpg
"
		Rs.237,000.00			",TRX™ Suspension Frame 20ft," Create a dedicated Suspension Training area in your facility and start offering small to large group training. It will help your club attract new members retain existing members and generate more non-dues revenue than ever before.

 Commercial grade steel construction
Available in 10ft.( 3m.) 20ft. (6m.) and 30ft. (9.1m.) configurations
Accommodates up to 12 to 14 users
For inside or outside use
Supports heavy bags and hanging exercises
   




	
		Availability

		

		
		

			Usually ships in: 

		

		

		     ",PROLINE4468,223,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/TRX____Suspensio_4ec247f3c8d25.jpg
"
		Rs.157,500.00			",TRX™ Suspension Frame 10ft," Create a dedicated Suspension Training area in your facility and start offering small to large group training. It will help your club attract new members retain existing members and generate more non-dues revenue than ever before.

Commercial grade steel construction
Available in 10ft.( 3m.) 20ft. (6m.) and 30ft. (9.1m.) configurations
Accommodates up to 8 to 10 users
For inside or outside use
Supports heavy bags and hanging exercises

    




	
		Availability

		

		
		

			Usually ships in: 

		

		

		     ",PROLINE4469,33,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/TRX____Suspensio_4ec247c04b2f2.jpg
"
		Rs.318,000.00			",TRX™ Suspension Frame 30ft," Create a dedicated Suspension Training area in your facility and start offering small to large group training. It will help your club attract new members retain existing members and generate more non-dues revenue than ever before.

Commercial grade steel construction
Available in 10ft.( 3m.) 20ft. (6m.) and 30ft. (9.1m.) configurations
Accommodates up to 18 to 20 users
For inside or outside use
Supports heavy bags and hanging exercises
   




	
		Availability

		

		
		

			Usually ships in: 

		

		

		     ",PROLINE4470,312,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/TRX_Suspension_F_4edf3576e35de.jpg
"
		Rs.1,800.00			",XLR8 Slam Ball 3kg," Designed to handle the most extreme training and slamming routines.

Super durable rubber ball filled with iron dust that can be slammed to the ground from an over head position to cater for Cross fit functionality.
Different from medicine balls because they don’t bounce so you have far greater control. Great for all round medicine ball training.
Non slip surface makes for safe comfortable and easy grip.
Weather proof.Take outdoors and on any surface.
22cm (9 inch) diameter is a comfortable size for anyone to hold.
All sizes are identical which allows for gradual overload progression without affecting grip and exercise technique.
   




	     ",PROLINE4471,732,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Slam_Ball_3_5215cb37c82dc.jpg
"
		Rs.2,700.00			",XLR8 Slam Ball 12kg," Designed to handle the most extreme training and slamming routines.

Super durable rubber ball filled with iron dust that can be slammed to the ground from an over head position to cater for functional training.
Different from medicine balls because they don’t bounce so you have far greater control. Great for all round medicine ball training as they are a dead weight
Non slip surface makes for safe comfortable and easy grip.
Weather proof.Take outdoors and on any surface.
22cm (9 inch) diameter is a comfortable size for anyone to hold.
All sizes are identical which allows for gradual overload progression without affecting grip and exercise technique.
   




	     ",PROLINE4472,735,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Slam_Ball_1_5215cbc968ad1.jpg
"
		Rs.2,250.00			",XLR8 Slam Ball 9kg," Designed to handle the most extreme training and slamming routines.

Super durable rubber ball filled with iron dust that can be slammed to the ground from an over head position to cater for functional training.
Different from medicine balls because they don’t bounce so you have far greater control. Great for all round medicine ball training as they are a dead weight
Non slip surface makes for safe comfortable and easy grip.
Weather proof.Take outdoors and on any surface.
22cm (9 inch) diameter is a comfortable size for anyone to hold.
All sizes are identical which allows for gradual overload progression without affecting grip and exercise technique.
   




	     ",PROLINE4473,734,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Slam_Ball_9_5215cb0ec7bb3.jpg
"
		Rs.750.00			",TP 2-Ball Sleeve," Effectively target more than one area of your mid and upper back with the TP 2-Ball. Our TP 2-Ball Sleeve is designed to house two TP Massage Balls next to one another for an alternative type of massage. After inserting two massage balls the TP 2-Ball's peanut shape can be used to reach either side of the spine upper back and other targeted areas of the upper and lower-body.
   




	     ",PROLINE4474,397,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/TP_2_Ball_Sleeve_4fc329b8d2021.jpg
"
		Rs.2,850.00			",Trigger Point Grid 1.0 (Black & Orange & Cameo)," Forget everything you've ever known about traditional foam rolling - The Grid is here and it's going to take foam rolling to a whole new level.


The Grid features:
""Green"" technology

Constructed with less foam than traditional foam rollers
Designed to withstand constant heavy and repeated use without breaking down
Built from EVA foam

The Matrix &amp; Distrodensity Zones

Unique design allows for targeted massage:
Find the Distrodensity Zone that best suits your needs
Distrodensity allows for a more realistic massage experience

Core body workout versatility

Use The Grid to achieve a comprehensive core body workout
From crunches to bicycles to pushups - use it to challenge core muscles
Incorporate it into daily workout routines


Compact; travel with it and workout anywhere

We designed The Grid for athletes and people of all types - from long distance runners and endurance athletes to Crossfit competitors and major league sports players to soccer moms and yoga enthusiasts.
Whether you're looking to massage your lats quads lower back or any other large muscle group or trying to achieve a killer core body workout The Grid is certain to suit your needs. The Grid is the most versatile and comprehensive foam roller and workout tool available.

The Grid is also backed by a 1-year warranty against manufacturing defects - we're confident it won't break down or fail under normal use. Try finding that guarantee with any of the traditional foam rollers out there. Order yours today and find out why The Grid has everyone so excited!
For those athletes and users that are looking for a more intensive and targeted Trigger Point massage experience be sure to check out our core line of products like: the TP Massage Ball Footballer and Quadballer.
The Grid and Distrodensity are trademarks of Trigger Point Performance copyright 2009. The Grid and Distrodensity are patent pending.   




	     ",PROLINE4475,399,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/The_Grid_4fc333a992928.jpg
"
		Rs.3,000.00			",XLR8 Slam Ball 15kg," Guaranteed to handle the most extreme training and slamming routines!

Super durable rubber ball filled with iron dust that can be slammed to the ground from an over head position to cater for Cross fit functionality.
Different from medicine balls because they don’t bounce so you have far greater control. Great for all round medicine ball training.
Non slip surface makes for safe comfortable and easy grip.
Weather proof.Take outdoors and on any surface.
22cm (9 inch) diameter is a comfortable size for anyone to hold.
All sizes are identical which allows for gradual overload progression without affecting grip and exercise technique.
   




	     ",PROLINE4476,736,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Slam_Ball_1_5215cc4a285e3.jpg
"
		Rs.3,450.00			",XLR8 Slam Ball 20kg," Guaranteed to handle the most extreme training and slamming routines!

Super durable rubber ball filled with iron dust that can be slammed to the ground from an over head position to cater for Cross fit functionality.
Different from medicine balls because they don’t bounce so you have far greater control. Great for all round medicine ball training.
Non slip surface makes for safe comfortable and easy grip.
Weather proof.Take outdoors and on any surface.
22cm (9 inch) diameter is a comfortable size for anyone to hold.
All sizes are identical which allows for gradual overload progression without affecting grip and exercise technique.
   




	     ",PROLINE4477,737,
"
		Rs.1,950.00			",XLR8 Slam Ball 6kg," Guaranteed to handle the most extreme training and slamming routines!

Super durable rubber ball filled with iron dust that can be slammed to the ground from an over head position to cater for functional training.
Different from medicine balls because they don’t bounce so you have far greater control. Great for all round medicine ball training as they are a dead weight
Non slip surface makes for safe comfortable and easy grip.
Weather proof.Take outdoors and on any surface.
22cm (9 inch) diameter is a comfortable size for anyone to hold.
All sizes are identical which allows for gradual overload progression without affecting grip and exercise technique.on without affecting grip and exercise technique.
   




	     ",PROLINE4478,733,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Slam_Ball_6_5215cb5003815.jpg
"
		Rs.2,250.00			",Bouncing Medicine Ball 2Kg," High quality rubberised medicine ball.

Perfectly balanced for the hundreds of exercises and drills you can do with medicine balls.
Excellent grip and feel.
Suitable for indoor or outdoor use.
Attractive range of colours assists with weight selection.
   




	     ",PROLINE4479,344,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Bouncing_Medicin_4ef1cbe2dddea.jpg
"
		Rs.2,850.00			",Bouncing Medicine Ball 3Kg," High quality rubberised medicine ball.

Perfectly balanced for the hundreds of exercises and drills you can do with medicine balls.
Excellent grip and feel.
Suitable for indoor or outdoor use.
Attractive range of colours assists with weight selection.
   




	     ",PROLINE4480,345,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Bouncing_Medicin_4ef1cd871aacd.jpg
"
		Rs.1,800.00			",Bouncing Medicine Ball 1Kg," High quality rubberised medicine ball.

Perfectly balanced for the hundreds of exercises and drills you can do with medicine balls.
Excellent grip and feel.
Suitable for indoor or outdoor use.
Attractive range of colours assists with weight selection.
   




	     ",PROLINE4481,343,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Bouncing_Medicin_4ef1cb30c4c36.jpg
"
		Rs.7,800.00			",Bouncing Medicine Ball 10Kg," High quality rubberised medicine ball.

Perfectly balanced for the hundreds of exercises and drills you can do with medicine balls.
Excellent grip and feel.
Suitable for indoor or outdoor use.
Attractive range of colours assists with weight selection.
   




	     ",PROLINE4482,350,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Bouncing_Medicin_4ef1caa20b7b0.jpg
"
		Rs.4,050.00			",Bouncing Medicine Ball 5Kg," High quality rubberised medicine balls.

Perfectly balanced for the hundreds of exercises and drills you can do with medicine balls.
Excellent grip and feel.
Suitable for indoor or outdoor use.
Attractive range of colours assists with weight selection.
   




	     ",PROLINE4483,347,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Bouncing_Medicin_4ef1cfb83e2d5.jpg
"
		Rs.3,225.00			",Bouncing Medicine Ball 4Kg," High quality rubberised medicine balls.

Perfectly balanced for the hundreds of exercises and drills you can do with medicine balls.
Excellent grip and feel.
Suitable for indoor or outdoor use.
Attractive range of colours assists with weight selection.
   




	     ",PROLINE4484,346,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Bouncing_Medicin_4ef1ced473750.jpg
"
		Rs.4,425.00			",Bouncing Medicine Ball 6Kg," High quality rubberised medicine balls.

Perfectly balanced for the hundreds of exercises and drills you can do with medicine balls.
Excellent grip and feel.
Suitable for indoor or outdoor use.
Attractive range of colours assists with weight selection.
   




	     ",PROLINE4485,348,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Bouncing_Medicin_4ef1d0ced6a87.jpg
"
		Rs.5,400.00			",Bouncing Medicine Ball 8Kg," High quality rubberised medicine balls.

Perfectly balanced for the hundreds of exercises and drills you can do with medicine balls.
Excellent grip and feel.
Suitable for indoor or outdoor use.
Attractive range of colours assists with weight selection.
   




	     ",PROLINE4486,349,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Bouncing_Medicin_4ef1d14425038.jpg
"
		Rs.39,000.00			",BODYPUMP Storage Rack," Holds 20 sets.   




	     ",PROLINE4487,329,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYPUMP_Storage_4f1515a9e2b29.jpg
"
		Rs.3,300.00			",Studion Foam Roller Large," Ideal for individuals fitness professionals and rehabilitation specialists wishing to add greater scope to their fitness exercise and rehabilitation routines.

    The unstable nature of the cylindrical shaped rollers makes them ideal tools for balance based and core stability exercises.
    These innovative affordable tools allow for the progressive overload of a diverse selection of popular exercises.
    They will also provide you with many new exercise options that are quickly being incorporate into countless fitness and rehabilitation programmes worldwide.
    Perfect to use in the rehab clinic gym or the home Foam Rollers can provide a total body workout.
   




	     ",PROLINE4488,325,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Foam_Roller_Larg_4eec912ab89a1.jpg
"
		Rs.14,250.00			",TRX™ Rip Trainer," In the tradition of providing world-class gear programming and education TRX™ proudly introduces the TRX™ Rip Training Kit. While the TRX™ Suspension Trainer delivers static bodyweight-based stability and strength training exercises for the entire body the new TRX™ Rip Trainer excels at enabling dynamic and explosive rotational movements that create a high metabolic demand.
Created by a former two-time US National Tae kwon do champion the TRX™ Rip Trainer uses the variable asymmetrical loading of the resistance cord to constantly challenge your balance and demand maximal muscle recruitment. Plus like the Suspension Trainer it is highly portable and attaches in seconds to any secure anchor point so that you can use it anywhere.
You'll be training the same integrated movement patterns that you use in life and sport...all while strengthening your muscles improving your endurance building core strength and helping to prevent injury.
Like TRX™ Suspension Training Rip Training can be adjusted for any fitness level to help anyone move better and improve performance no matter what their goal is.
TRX™ Rip Training Kit contents:

TRX™ Rip Trainer
Medium resistance cord with protective nylon cover
Door anchor
Carrying bag
TRX™ Rip Trainer: Basic Training DVD
TRX™ Rip Trainer: Basic Training Workout Guide

TRX™ Rip Trainer with sport cord and carabineer weighs under 5 pounds is 22"" long when disassembled and is 43.5"" long when fully assembled.
   




	     ",PROLINE4489,216,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/TRX_Rip_Trainer_4ec23ad354576.jpg
"
		Rs.6,450.00			",BODYPUMP Set," Inclusief:

1 barbell (130 cm)
2 sluitstukken
2 schijven van 1 kg
2 schijven van 2.5 kg (Handheld)
2 schijven van 5 kg (Handheld)

   




	     ",PROLINE4490,326,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYPUMP___Barbe_4ef1910460959.jpg
"
		Rs.7,425.00			",Smart Step (Including 4 Risers & Platform)," Introducing the next big step in group fitness technology. The Les Mills SMARTSTEP™!
This scientifically re-engineered step enables cutting-edge equipment technology to be partnered with world-leading group fitness programs such as CXWORX™ BODYPUMP™ BODYSTEP™ and the LES MILLS GRIT™ Series.   




	     ",PROLINE4491,694,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Les_Mills____Sma_51e3c20fabf99.jpg
"
		Rs.14,250.00			",TRX™ Home Bundle Kit," It's all you really need to have a complete home gym. The TRX Home Suspension Training Bundle builds strength increases flexibility and develops core stability and power...anytime you want anywhere you want. All you need is a door a tree branch or any number of easy anchor points.TRX Home Training Bundle comes packed with:

TRX Suspension Training P2 Model (the same one used by pro-athletes the US military and top trainers everywhere. Weighs under 2lbs fits in a package the size of a lunch bag and attaches in seconds to any secure anchor point. Rated up to 1000 lbs).
TRX Door Anchor that mounts to any sturdy door
65-minute Basic Training DVD &amp; full-color 35 page Workout Guide
PLUS 2 bonus workouts: TRX Endurance Circuit and TRX Metabolic Blast
TRX Mesh Carrying Bag

Get the same training used by pro athletes military personnel and physical therapists the world over right from the your own home.    




	     ",PROLINE4492,218,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/TRX____Home_Bund_5153dfca55806.jpg
"
		Rs.1,500.00			",XLR8 Kettle Bell - 4kg," Kettle Bells are one of the most versatile tools for all-around fitness strength balance power and core conditioning.

All the benefits of dumbbells with hundreds of new and challenging exercises options.
Works the body across a wide range of angles and increases dynamic flexibility.
Challenges core stabilization balance and agility.
Excellent for rotational dynamic and power movements.
Total body training and a lifetime guarantee.
XLR8 Kettle Bells are the highest quality on the market with an attractive polished cast iron ball and easy grip steel handle.
The new no skid rubber base design ensures safety and ease of storage.
   




	     ",PROLINE4493,313,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Kettle_Bell_4ee87bc34cd6d.jpg
"
		Rs.2,850.00			",XLR8 Kettle Bell - 8kg," Kettle Bells are one of the most versatile tools for all-around fitness strength balance power and core conditioning.

All the benefits of dumbbells with hundreds of new and challenging exercises options.
Works the body across a wide range of angles and increases dynamic flexibility.
Challenges core stabilization balance and agility.
Excellent for rotational dynamic and power movements.
Total body training and a lifetime guarantee.
XLR8 Kettle Bells are the highest quality on the market with an attractive polished cast iron ball and easy grip steel handle.
The new no skid rubber base design ensures safety and ease of storage.
   




	     ",PROLINE4494,314,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Kettle_Bell_4ee87f4ea1658.jpg
"
		Rs.3,750.00			",XLR8 Kettle Bell - 12kg," Kettle Bells are one of the most versatile tools for all-around fitness strength balance power and core conditioning.

All the benefits of dumbbells with hundreds of new and challenging exercises options.
Works the body across a wide range of angles and increases dynamic flexibility.
Challenges core stabilization balance and agility.
Excellent for rotational dynamic and power movements.
Total body training and a lifetime guarantee.
XLR8 Kettle Bells are the highest quality on the market with an attractive polished cast iron ball and easy grip steel handle.
The new no skid rubber base design ensures safety and ease of storage.
   




	     ",PROLINE4495,315,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Kettle_Bell_4ee880d8737b6.jpg
"
		Rs.4,950.00			",XLR8 Kettle Bell - 16kg," Kettle Bells are one of the most versatile tools for all-around fitness strength balance power and core conditioning.

All the benefits of dumbbells with hundreds of new and challenging exercises options.
Works the body across a wide range of angles and increases dynamic flexibility.
Challenges core stabilization balance and agility.
Excellent for rotational dynamic and power movements.
Total body training and a lifetime guarantee.
XLR8 Kettle Bells are the highest quality on the market with an attractive polished cast iron ball and easy grip steel handle.
The new no skid rubber base design ensures safety and ease of storage.
   




	     ",PROLINE4496,316,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Kettle_Bell_4ee8818575ceb.jpg
"
		Rs.6,300.00			",XLR8 Kettle Bell - 20kg," Kettle Bells are one of the most versatile tools for all-around fitness strength balance power and core conditioning.

All the benefits of dumbbells with hundreds of new and challenging exercises options.
Works the body across a wide range of angles and increases dynamic flexibility.
Challenges core stabilization balance and agility.
Excellent for rotational dynamic and power movements.
Total body training and a lifetime guarantee.
XLR8 Kettle Bells are the highest quality on the market with an attractive polished cast iron ball and easy grip steel handle.
The new no skid rubber base design ensures safety and ease of storage.
   




	     ",PROLINE4497,319,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Kettle_Bell_4ee885a3ada96.jpg
"
		Rs.10,050.00			",XLR8 Kettle Bell - 32kg," Kettle Bells are one of the most versatile tools for all-around fitness strength balance power and core conditioning.

All the benefits of dumbbells with hundreds of new and challenging exercises options.
Works the body across a wide range of angles and increases dynamic flexibility.
Challenges core stabilization balance and agility.
Excellent for rotational dynamic and power movements.
Total body training and a lifetime guarantee.
XLR8 Kettle Bells are the highest quality on the market with an attractive polished cast iron ball and easy grip steel handle.
The new no skid rubber base design ensures safety and ease of storage.
   




	     ",PROLINE4498,317,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Kettle_Bell_4ee88432a7653.jpg
"
		Rs.7,500.00			",XLR8 Kettle Bell - 24kg," Kettle Bells are one of the most versatile tools for all-around fitness strength balance power and core conditioning.

All the benefits of dumbbells with hundreds of new and challenging exercises options.
Works the body across a wide range of angles and increases dynamic flexibility.
Challenges core stabilization balance and agility.
Excellent for rotational dynamic and power movements.
Total body training and a lifetime guarantee.
XLR8 Kettle Bells are the highest quality on the market with an attractive polished cast iron ball and easy grip steel handle.
The new no skid rubber base design ensures safety and ease of storage.
   




	     ",PROLINE4499,320,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Kettle_Bell_4ee8862fca9cc.jpg
"
		Rs.1,500.00			",XLR8 Kettle Bell - 4kg," Kettle Bells are one of the most versatile tools for all-around fitness strength balance power and core conditioning.

All the benefits of dumbbells with hundreds of new and challenging exercises options.
Works the body across a wide range of angles and increases dynamic flexibility.
Challenges core stabilization balance and agility.
Excellent for rotational dynamic and power movements.
Total body training and a lifetime guarantee.
XLR8 Kettle Bells are the highest quality on the market with an attractive polished cast iron ball and easy grip steel handle.
The new no skid rubber base design ensures safety and ease of storage.
   




	     ",PROLINE4500,313,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Kettle_Bell_4ee87bc34cd6d.jpg
"
		Rs.2,850.00			",XLR8 Kettle Bell - 8kg," Kettle Bells are one of the most versatile tools for all-around fitness strength balance power and core conditioning.

All the benefits of dumbbells with hundreds of new and challenging exercises options.
Works the body across a wide range of angles and increases dynamic flexibility.
Challenges core stabilization balance and agility.
Excellent for rotational dynamic and power movements.
Total body training and a lifetime guarantee.
XLR8 Kettle Bells are the highest quality on the market with an attractive polished cast iron ball and easy grip steel handle.
The new no skid rubber base design ensures safety and ease of storage.
   




	     ",PROLINE4501,314,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Kettle_Bell_4ee87f4ea1658.jpg
"
		Rs.3,750.00			",XLR8 Kettle Bell - 12kg," Kettle Bells are one of the most versatile tools for all-around fitness strength balance power and core conditioning.

All the benefits of dumbbells with hundreds of new and challenging exercises options.
Works the body across a wide range of angles and increases dynamic flexibility.
Challenges core stabilization balance and agility.
Excellent for rotational dynamic and power movements.
Total body training and a lifetime guarantee.
XLR8 Kettle Bells are the highest quality on the market with an attractive polished cast iron ball and easy grip steel handle.
The new no skid rubber base design ensures safety and ease of storage.
   




	     ",PROLINE4502,315,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Kettle_Bell_4ee880d8737b6.jpg
"
		Rs.4,950.00			",XLR8 Kettle Bell - 16kg," Kettle Bells are one of the most versatile tools for all-around fitness strength balance power and core conditioning.

All the benefits of dumbbells with hundreds of new and challenging exercises options.
Works the body across a wide range of angles and increases dynamic flexibility.
Challenges core stabilization balance and agility.
Excellent for rotational dynamic and power movements.
Total body training and a lifetime guarantee.
XLR8 Kettle Bells are the highest quality on the market with an attractive polished cast iron ball and easy grip steel handle.
The new no skid rubber base design ensures safety and ease of storage.
   




	     ",PROLINE4503,316,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Kettle_Bell_4ee8818575ceb.jpg
"
		Rs.6,300.00			",XLR8 Kettle Bell - 20kg," Kettle Bells are one of the most versatile tools for all-around fitness strength balance power and core conditioning.

All the benefits of dumbbells with hundreds of new and challenging exercises options.
Works the body across a wide range of angles and increases dynamic flexibility.
Challenges core stabilization balance and agility.
Excellent for rotational dynamic and power movements.
Total body training and a lifetime guarantee.
XLR8 Kettle Bells are the highest quality on the market with an attractive polished cast iron ball and easy grip steel handle.
The new no skid rubber base design ensures safety and ease of storage.
   




	     ",PROLINE4504,319,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Kettle_Bell_4ee885a3ada96.jpg
"
		Rs.7,500.00			",XLR8 Kettle Bell - 24kg," Kettle Bells are one of the most versatile tools for all-around fitness strength balance power and core conditioning.

All the benefits of dumbbells with hundreds of new and challenging exercises options.
Works the body across a wide range of angles and increases dynamic flexibility.
Challenges core stabilization balance and agility.
Excellent for rotational dynamic and power movements.
Total body training and a lifetime guarantee.
XLR8 Kettle Bells are the highest quality on the market with an attractive polished cast iron ball and easy grip steel handle.
The new no skid rubber base design ensures safety and ease of storage.
   




	     ",PROLINE4505,320,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Kettle_Bell_4ee8862fca9cc.jpg
"
		Rs.10,050.00			",XLR8 Kettle Bell - 32kg," Kettle Bells are one of the most versatile tools for all-around fitness strength balance power and core conditioning.

All the benefits of dumbbells with hundreds of new and challenging exercises options.
Works the body across a wide range of angles and increases dynamic flexibility.
Challenges core stabilization balance and agility.
Excellent for rotational dynamic and power movements.
Total body training and a lifetime guarantee.
XLR8 Kettle Bells are the highest quality on the market with an attractive polished cast iron ball and easy grip steel handle.
The new no skid rubber base design ensures safety and ease of storage.
   




	     ",PROLINE4506,317,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Kettle_Bell_4ee88432a7653.jpg
"
		Rs.79,500.00			",TRX™ Multimount 14'," Offer individual small and mid-size group training and make more money for your club. Perfect for workout facilities where space is at a premium. Made from industrial steel with a powder-coated finish you can install it on any sturdy wall*.
 
TRX 14' MultiMount Kit:

Ideal for mid-size to large facilities
Allows for group training
Supports up to 6 Suspension Trainers or 3 heavy bags

 
*Each MultiMount is meant to support the bodyweight of up to three large users. Includes installation instructions and safety guidelines. Professional installation is recommended. TRX Suspension Trainers are sold separately   




	
		Availability

		

		
		

			Usually ships in: 

		

		

		     ",PROLINE4507,364,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/TRX_Multimount_1_4f1655a75aab4.jpg
"
		Rs.39,750.00			",TRX™ Multimount 7'," Offer individual small and mid-size group training and make more money for your club. Perfect for workout facilities where space is at a premium. Made from industrial steel with a powder-coated finish you can install it on any sturdy wall*.
TRX Double MultiMount Kit

 For group training in small to mid-size facilities
Supports up to 4 Suspension Trainers or 2 heavy bags
Allows for pull-ups and other hanging exercises

 
*Each MultiMount is meant to support the bodyweight of up to three large users. Includes installation instructions and safety guidelines. Professional installation is recommended. TRX Suspension Trainers are sold separately   




	
		Availability

		

		
		

			Usually ships in: 

		

		

		     ",PROLINE4508,222,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/TRX_Multimount_4ec24655350fd.jpg
