SKU,Description,CP,SP,productname,Brand,Size,imgurl,
378369-200016-10,"
							Super simple pumps that fit in your handbag as well as they fit your feet. Made from premium vegan materials and with a gently elasticated topline to grip shoe to foot, the Jing Jing offers always ready barefoot comfort, day or night.

The Dri-Lex performance lining contains environmentally friendly Aegis to provide active moisture management and anti-stink.

The V-Eve provide sensory clarity for your feet with pure feminine simplicity. It features a unique sticky rubber compound for that perfect balance between abrasion, grip and proprioception.

Features:

Designed and crafted using premium vegan materials
Pro-5 Proprio-protection: patented, puncture-resistant protection redeveloped to be more durable than everMaterialRubber Synthetic Material 						",7799,9124.83,VIVOBAREFOOT Jing Jing Ladies Shoe,VIVOBAREFOOT,"UK4,UK5,UK6,UK6.5,UK7",http://products.activinstinct.com/y2013/m08/378369/78787755-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
424905-400410-504,"
							Comfortable light sandal with two Velcro fastenings. Dualboard construction.

MBT's have been designed to stimulate the postural and stabilising musculature of the whole body. Revolutionary sole construction utilising the interplay of the Shank, PU midsole and Masai Sensor places the body in a natural instability that can otherwise only be achieved by walking barefoot on natural, uneven surfaces. The natural instability activates the body's supporting muscle system and has positive effects on the entire body.

The positive effects of wearing MBTs includes significantly improving your gait and posture whilst relieving stress in your joints and back. Additionally they exercise a large number of muscles, whether you're walking or standing. This in turn, stimulates your metabolism, burns extra calories and supports muscle regeneration.MaterialVelcro 						",16349,19128.33,MBT Hanuni 3 Strap Ladies Sandal,MBT,"UK4,UK5,UK6,UK6.5,UK7",http://products.activinstinct.com/y2014/m04/424905/12568398-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
164258-J16962,"
							Do things your way with your own sense of style and fit profile suited to your stride. The Siren Sport, part of the Siren range, stays true to it's name giving you the dynamic platform you need to take on the outside world.

It's construction is crafted for durability with Merrell's Air Cushion in the heel and a ladies-specific QForm comfort midsole providing stride-sequenced cushioning.

Construction:

Strobel construction offers flexibility and comfort
Synthetic leather and mesh upper
Bellows tongue keeps debris out
Breathable mesh lining treated with Aegis Antimicrobial protects feet and keeps them dry
Ortholite Anatomical Footbed
Molded nylon arch shank
Q-Form Comfort midsole provides women's specific stride-sequenced cushioning
Merrell Air Cushion in the heel absorbs shock and adds stability
5mm Sole lug depth
Vibram Siren Sole/TC5+ RubberMaterialMesh 38%Leather 62%						",8699,10177.83,MERRELL Siren Sport Ladies Trail Running Shoes,MERRELL,"UK4,UK5,UK6,UK6.5,UK7,UK7.5,UK8",http://products.activinstinct.com/y2010/m03/164258/27494762-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
249875-4-80025-GJ5,"
							Tackle any terrain that takes your fancy with the classic Explorer Light GORE-TEX Walking Boots.

Comfort and performance are combined, thanks to the GORE-TEX waterproof protection and suede and mesh upper. The perfect fit is guaranteed with the adjustable lacing system, allowing you to easily adjust and adapt to your surroundings.

Upper is constructed from Suede/Mesh with a lining constructed from GORE-TEX Performance Comfort Footwear Lining.

Sole unit features a Asylum/PU midsole whilst the insole utilises comfort fibre

Features:

Suede upper provides comfort durability and support
Sole unit incorporates a PU midsole for durable cushioning
GORE-TEX Performance Comfort ensure waterproof performance whilst remaining breathable to keep your foot comfortable and dry at all times
Internal flex plate provides protection and support
Foot is held to the platform by the EHS (Ergonomic Holding System) giving a high level of comfort and supportMaterialNylon (Lining) 100%Suede (Upper) 100%Suede 100%						",7499,8773.83,BERGHAUS Ladies Explorer Light GTX Boots,BERGHAUS,"UK4,UK5,UK6,UK6.5,UK7,UK8",http://products.activinstinct.com/y2011/m10/249875/44762820-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
249830-4-80023-GJ5,"
							Tackle any terrain that takes your fancy with the classic Explorer Trek GORE-TEX Walking Boots.

Comfort and performance are combined, thanks to the GORE-TEX waterproof protection and suede and mesh upper. The perfect fit is guaranteed with the adjustable lacing system, allowing you to easily adjust and adapt to your surroundings.

Upper is constructed from Suede/Mesh with a lining constructed from GORE-TEX Performance Comfort Footwear Lining.

Sole unit features a Asylum/PU midsole whilst the insole utilises comfort fibre

Features:

Suede upper provides comfort durability and support
Sole unit incorporates a PU midsole for durable cushioning
GORE-TEX Performance Comfort ensure waterproof performance whilst remaining breathable to keep your foot comfortable and dry at all times
Internal flex plate provides protection and support
Foot is held to the platform by the EHS (Ergonomic Holding System) giving a high level of comfort and supportMaterialNylon (Lining) 100%Suede (Upper) 100%Suede 100%						",8499,9943.83,BERGHAUS Ladies Explorer Trek GTX Boots,BERGHAUS,"UK4,UK5,UK6,UK6.5,UK7,UK8",http://products.activinstinct.com/y2011/m10/249830/85561752-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
424920-400420-477,"
							Get active with the sporty style Zuwena. Casual look to compliment most outfits.

MBT's have been designed to stimulate the postural and stabilising musculature of the whole body. Revolutionary sole construction utilising the interplay of the Shank, PU midsole and Masai Sensor places the body in a natural instability that can otherwise only be achieved by walking barefoot on natural, uneven surfaces. The natural instability activates the body's supporting muscle system and has positive effects on the entire body.

The positive effects of wearing MBTs includes significantly improving your gait and posture whilst relieving stress in your joints and back. Additionally they exercise a large number of muscles, whether you're walking or standing. This in turn, stimulates your metabolism, burns extra calories and supports muscle regeneration.MaterialRubber 						",16349,19128.33,MBT Zuwena Sport Strap Ladies Shoe,MBT,"UK4,UK5,UK6,UK6.5,UK7,UK8",http://products.activinstinct.com/y2014/m04/424920/28761463-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
424897-400408-514,"
							Kamili is a comfortable sandal for an active life in your spare time or work shoe. The upper is made of durable nubuck leather with stylish stitching. There are three adjustable straps, while Masai Sensor in cork imitation adds a modern look and a dynamic sole construction provides increased muscle activity, improve posture and relieve back and joints.

MBT's have been designed to stimulate the postural and stabilising musculature of the whole body. Revolutionary sole construction utilising the interplay of the Shank, PU midsole and Masai Sensor places the body in a natural instability that can otherwise only be achieved by walking barefoot on natural, uneven surfaces. The natural instability activates the body's supporting muscle system and has positive effects on the entire body.

The positive effects of wearing MBTs includes significantly improving your gait and posture whilst relieving stress in your joints and back. Additionally they exercise a large number of muscles, whether you're walking or standing. This in turn, stimulates your metabolism, burns extra calories and supports muscle regeneration.MaterialNubuck Leather 						",16349,19128.33,MBT Kamili 3 Strap Ladies Sandal,MBT,"UK4,UK5,UK6,UK6.5,UK7,UK8",http://products.activinstinct.com/y2014/m04/424897/81830502-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
424890-400408-490,"
							Kamili is a comfortable sandal for an active life in your spare time or work shoe. The upper is made of durable nubuck leather with stylish stitching. There are three adjustable straps, while Masai Sensor in cork imitation adds a modern look and a dynamic sole construction provides increased muscle activity, improve posture and relieve back and joints.

MBT's have been designed to stimulate the postural and stabilising musculature of the whole body. Revolutionary sole construction utilising the interplay of the Shank, PU midsole and Masai Sensor places the body in a natural instability that can otherwise only be achieved by walking barefoot on natural, uneven surfaces. The natural instability activates the body's supporting muscle system and has positive effects on the entire body.

The positive effects of wearing MBTs includes significantly improving your gait and posture whilst relieving stress in your joints and back. Additionally they exercise a large number of muscles, whether you're walking or standing. This in turn, stimulates your metabolism, burns extra calories and supports muscle regeneration.MaterialNubuck Leather 						",16349,19128.33,MBT Kamili 3 Strap Ladies Sandal,MBT,"UK4,UK5,UK6,UK6.5,UK7,UK8",http://products.activinstinct.com/y2014/m04/424890/19309916-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
343970-1002717-PUR,"
							The Teva Rosa Ladies Shoe is great on the trail but designed for the water. This is a truly amphibious shoe that uses spider rubber for its grip and a Shocpad to protect your heel from impacts.

T.I.D.E. GRIP

Spider Original rubber outsole for uncompromised grip in wet environments

T.I.D.E. HYDRO

Multiple openings in the upper allow water to drain feely
T.I.D.E COMFORT

Hook and loop instep adjustment strap

Durable pull cord for one pull adjustment

Microban zinc based anti-microbial protection

Compression moulded EVA midsole

Shoc Pad in the heel for shock absorption.MaterialRubber Synthetic Material 						",5999,7018.83,TEVA Rosa Ladies Shoe,TEVA,"UK4,UK5,UK6,UK7",http://products.activinstinct.com/y2013/m02/343970/68820139-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
344322-1001474-DZBU,"
							The Teva Terra Fi Lite Men's Sandal is a lightweight sandal features all the mondo performance details of its iconic sport-sandal forebears in a leaner, lower profile. Three-point strap adjustment fine tunes the fit and provides optimum support off-road or off-shore.

T.I.D.E. GRIP

A nylon shank keeps the foot stable and in control.

Spider Original rubber is made to grip like crazy in wet environments.

T.I.D.E. HYDRO

Open toe construction doesn't allow water to pool.

T.I.D.E. COMFORT

Hook and loop strap lets you skip the laces.

Multiple points of adjustment allow for the perfect fit.

Microban zinc-based anti-microbial treatment keeps the stink down.

Webbing upper.MaterialRubber Synthetic Material 						",6449,7545.33,TEVA Terra Fi Lite Ladies Sandal,TEVA,"UK4,UK5,UK6,UK7",http://products.activinstinct.com/y2013/m02/344322/14388865-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
406501-13702-BKTL,"
							Fast-paced fashion and sporty comfort mix in the Skechers GOsleek Rush shoe. The perfect combination of classic styling, comfort and award winning innovations. Slip on sporty sneaker design.

Details:

Smooth faux leather upper
Heathered soft fabric panels
EZfit stretch laced slip on sporty casual sneaker design
Stitching accents
Stabilising toe and heel overlays
Side S logo
Contrast coloured fabric overlay side stripe design
EZfit stretch laced front panel for easy slip on comfortable fit
Padded collar
Soft fabric shoe lining
Cushioned removable comfort insole
Anti-microbial insole wicks away moisture
Proprietary lightweight injection molded compound midsole with memory retention
Improved fashionable sleek design midsole
Independent circular sensors on sole offers flexibility for a more responsive experienceMaterialMesh Rubber Synthetic 						",6499,7603.83,SKECHERS GOsleek Rush Ladies Shoes,SKECHERS,"UK4,UK5,UK6,UK7",http://products.activinstinct.com/y2014/m01/406501/61815293-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
269067-O001607-051,"
							The Harmony collection is made by Hi-Tec especially for women. The collection is geared towards creating a balance between urban and rural surroundings, so they can accommodate everyday life. Lightweight and comfortable, this collection offers exceptional versatility.

Made with a waterproof nubuck mesh upper, this boot features an Ortholite midsole; one that is lightweight enough not to weight the shoe down but still provides comfort, cushioning and unrivalled moisture management.

The compression-moulded EVA midsole absorbs the unforgiving impact of outdoor terrains before it can get to your feet.

The Vibram outsole is what gives the boot its essential grip and traction, even in wet, uneven and slippery conditions.MaterialTextile/Leather 100%						",6499,7603.83,HI-TEC Harmony Mid WP Ladies Hiking Boots,HI-TEC,"UK4,UK5,UK6,UK7",http://products.activinstinct.com/y2012/m01/269067/92961245-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
332640-J57596,"
							A member of the Merrell Lifestyle range, this is for dynamic activities during work, rest or play.

Aegis is an antimicrobial treatment to block odour. It uses polymer spikes that rupture the cell walls of odour-producing microbes. Unlike chemicals that can wear down, this will not run out.

Q-Form Comfort consists of a specifically engineered midsole that is designed to offer women proper support, cushioning and corrective positioning for a more natural stride and longer lasting comfort.

Upper/Lining:

Cement construction provides lightweight stability
Nubuck leather and nylon webbing upper
Breathable mesh lining treated with Aegis
Microfibre wrapped footbed that is soft to the touch

Midsole/Outsole:

Moulded nylon arch shank
Merrell air cushion in the heel absorbs shock and adds stability
Merrell Land Sole and Sticky RubberMaterialRubber Leather 						",7349,8598.33,MERRELL Jacardia Ladies Sandal,MERRELL,"UK4,UK5,UK6,UK7",http://products.activinstinct.com/y2012/m12/332640/35526851-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
422401-1005463-DUNE,"
							A great trail boot, with exceptional grip, durability and comfort.

Spider Rubber is a rubber compound to offer exceptional grip. Spider 365 is the most versatile, and great for varied use all year long.

A soft Shoc Pad in the heel ensures serious shock absorption, while an eVent waterproof, breathable membrane keeps feet dry and cool.

Features:

Aggressive lug design for grip on loose terrain
Nylon shank keeps foot stable
Heel stabiliser keeps foot centred and in control
Waterproof leather and mesh upperMaterialMesh Rubber Leather 						",10499,12283.83,TEVA Kimtah eVent Mesh Ladies Trail Shoe,TEVA,"UK4,UK5,UK6,UK7",http://products.activinstinct.com/y2014/m04/422401/69852107-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
411161-A27529-A563,"
							A new fit concept resulting from careful studies and test on mixed terrain. The result is a fluid, supportive and pleasant fit and the shape of the boot mirrors the shape of the foot.

The lower part of the last is anatomically shaped to cradle and support the foot and the heel shape is designed to improve comfort. The balance of the outsole has self-cleaning lugs designed for optimum performance on varying types of terrain.

Features dual-density moulded rubber Vibram outsole.

Features:

One-piece water-resistant 1.8 mm suede leather upper and polyester.
Waterproof and breathable lining.
Midsole in PU mono density.
Asolo/Vibram highly technical sole.
Classic lacing system.
Toe rubber cap.MaterialRubber Suede Goretex 						",12749,14916.33,ASOLO Alias GV Ladies Hiking Shoe,ASOLO,"UK4,UK5,UK6,UK7",http://products.activinstinct.com/y2014/m02/411161/84364550-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
411109-A23035-A704,"
							Recommended for hiking and summer walking, the Fission features a Cordura and 1.8 mm water-resistant suede upper.

The midsole has EVA mono density and outsole Radiant Asolo/Vibram highly technical sole, and the balance of the outsole has self-cleaning lugs designed for optimum performance on varying types of terrain. There is even a classic lacing system and toe rubber cap.

The Radiant outsole offers outstanding performance and grip with a radial effect on base representing the moving forces. Aggressive heel cleats and an Aso-brake system enhance the grip on steep descents, while the forefoot design offers increased protection, support and control of pronation. A moulded EVA midsole improves foot control and offers a high level of comfort.MaterialRubber Suede Goretex 						",14549,17022.33,ASOLO Fission GV Ladies Hiking Boot,ASOLO,"UK4,UK5,UK6,UK7",http://products.activinstinct.com/y2014/m02/411109/84952974-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
411146-A27513-A442,"
							A new fit concept resulting from careful studies and test on mixed terrain. The result is a fluid, supportive and pleasant fit and the shape of the boot mirrors the shape of the foot.

The lower part of the last is anatomically shaped to cradle and support the foot and the heel shape is designed to improve comfort. The balance of the outsole has self-cleaning lugs designed for optimum performance on varying types of terrain.

Features dual-density moulded rubber Vibram outsole.

Features:

One-piece water-resistant 1.8 mm suede leather upper and polyester.
Waterproof and breathable lining.
Midsole in PU mono density.
Asolo/Vibram highly technical sole.
Classic lacing system.
Toe rubber cap.MaterialRubber Suede 						",14549,17022.33,ASOLO Mesita GV Ladies Hiking Boot,ASOLO,"UK4,UK5,UK6,UK7",http://products.activinstinct.com/y2014/m02/411146/46003345-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
411151-A27513-A849,"
							A new fit concept resulting from careful studies and test on mixed terrain. The result is a fluid, supportive and pleasant fit and the shape of the boot mirrors the shape of the foot.

The lower part of the last is anatomically shaped to cradle and support the foot and the heel shape is designed to improve comfort. The balance of the outsole has self-cleaning lugs designed for optimum performance on varying types of terrain.

Features dual-density moulded rubber Vibram outsole.

Features:

One-piece water-resistant 1.8 mm suede leather upper and polyester.
Waterproof and breathable lining.
Midsole in PU mono density.
Asolo/Vibram highly technical sole.
Classic lacing system.
Toe rubber cap.MaterialRubber Suede 						",14549,17022.33,ASOLO Mesita GV Ladies Hiking Boot,ASOLO,"UK4,UK5,UK6,UK7",http://products.activinstinct.com/y2014/m02/411151/56277661-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
411114-0M3453-611,"
							A lightweight hiking boot featuring Gore-Tex technology.

The boot features Duo Asoflex. Two elements are melted together to improve comfort and performance. The first element, constructed of a stiff material that benefits anti-pronation, anti-supination and anti-torsion. The second element, constructed with a softer material offers shock absorption while walking.

GORE-TEX Performance Comfort ensures waterproof performance whilst remaining breathable to keep your foot comfortable and dry at all times.

Made from water-resistant, suede.MaterialRubber Suede Goretex 						",14549,17022.33,ASOLO Stynger GTX Ladies Hiking Boot,ASOLO,"UK4,UK5,UK6,UK7",http://products.activinstinct.com/y2014/m02/411114/41177284-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
416620-J57982,"
							Outdoor and sport-inspired performance because life never stops moving.

Specifically tuned to match your activities, the M-Select GRIP outsole roots itself in performance designs and materials to deliver durable, highly slip-resistant traction on wet and dry ground, and over mixed terrain, releasing dirt and debris with its specialised lugs.

Long-lasting M-Select FRESH naturally eliminates sweat and its odour-causing bacteria with reactive, friendly microbes that break down perspiration on contact with natural enzymes.

Features:

Full grain leather
Breathable mesh lining wicks to keep feet dry
EVA removable footbed
Moulded nylon arch shank
Merrell air cushion in the heel absorbs shock and adds stability
QForm Comfort midsole provides female-specific stride-sequenced cushioningMaterialRubber Leather 						",7799,9124.83,MERRELL Lorelei Emme Ladies Walking Shoe,MERRELL,"UK4,UK5,UK6,UK7,UK7.5,UK8",http://products.activinstinct.com/y2014/m03/416620/71973640-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
384821-J48420,"
							Compose yourself beautifully in the stormiest hour with the indulgent warmth and pretty protection of the Decora Chant. M Select WARM insulated, this waterproof leather boot with buckle detail hits the high notes (and high country) with its sassy faux fur collar, natural flexing comfort and winter-specific traction and protection.

M-Select WARM insulation creates reflective, micro-spaces that trap your body heat to deliver efficient warmth without bulk.

M-Select DRY keeps your feet dry and comfortable when on the move by selecting just the right type of waterproof construction and materials, sealing out water and letting perspiration escape for optimal performance.

M-Select FRESH naturally eliminates sweat and odour-causing bacteria with reactive, friendly microbes that break down perspiration on contact with natural enzymes.

M-Select GRIP outsole roots itself in performance design with material made to deliver durable, highly slip-resistant traction on wet and dry ground and over mixed terrain, releasing dirt and debris with its specialised lug pattern.MaterialRubber Leather 						",12499,14623.83,MERRELL Decora Chant Waterproof Ladies Hiking Boot,MERRELL,"UK4,UK5,UK6,UK7,UK7.5,UK8",http://products.activinstinct.com/y2013/m09/384821/70167659-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
315764-O002045-041,"
							Part of the Sub Zero collection, these boots are designed for winter conditions; think everything from snow to sleety pavements. Each boot in this collection delivers technologically outstanding grip, comfort and warmth, all brought together with contemporary aesthetics.

Thinsulate is the best footwear insulation around. Warmth without bulk, it traps insulated air and radiates it back to the body.

Dri-Tec is a waterproof, breathable membrane made in a bootie construction. It offers exceptional waterproofing, excellent vapour transmission and high mechanical resistance to maximise performance in the wettest environments.

The Ortholite insole allows air to circulate around the foot, while moving moisture away from the body. It offers long term cushioning and comfort and is extremely lightweight, so has no detrimental effect on the performance.

The Vibram outsole provides an excellent balance of durability, protection and traction. The tread patterns provide all of this, while shedding dirt exceptionally well.


Durable, premium, waterproof nubuck and faux fur upper for long term comfort
YKK Zipper for easy fit and applicationMaterialRubber Nubuck Leather 						",9499,11113.83,HI-TEC Harmony Cosy Hi 200 WP Ladies Winter Boot,HI-TEC,"UK4,UK5,UK6,UK7,UK7.5,UK8,UK8.5",http://products.activinstinct.com/y2012/m10/315764/92730666-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
269133-O001629-011,"
							The Harmony collection is made by Hi-Tec especially for women. The collection is geared towards creating a balance between urban and rural surroundings, so they can accommodate everyday life. Lightweight and comfortable, this collection offers exceptional versatility.

These are made with a premium nubuck and textile upper, and features a compression-moulded EVA midsole that absorbs the unforgiving impact of outdoor terrains before it can get to your feet.

There is adjustable hook and loop fastening for a secure fit and the neoprene lining rapidly wicks moisture away from the skin, keeping your feet cool and dry for comfort all day long.

The durable rubber sole is made so that these can handle both town and country.MaterialTextile/Leather 100%						",3999,4678.83,HI-TEC Harmony Thong Ladies Sandals,HI-TEC,"UK4,UK5,UK6,UK7,UK8",http://products.activinstinct.com/y2012/m01/269133/17594317-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
413045-O002976-051,"
							A sandal designed for milder conditions that still has the rugged durability that you expect from Hi-Tec. High performance synthetic upper, delivers breathability, durability and comfort during wear.

Features:

Adjustable buckle fastening ensures comfortable and secure fit
Multiple straps for support and stability
Hook and loop elastic toggle lacing system
Bespoke webbing details
Sculpted EVA footbed/midsole for comfort, stability and supportMaterialRubber Synthetic Material 						",4199,4912.83,HI-TEC Indra Ladies Sandal,HI-TEC,"UK4,UK5,UK6,UK7,UK8",http://products.activinstinct.com/y2014/m02/413045/78554054-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
413056-O002976-052,"
							A sandal designed for milder conditions that still has the rugged durability that you expect from Hi-Tec. High performance synthetic upper, delivers breathability, durability and comfort during wear.

Features:

Adjustable buckle fastening ensures comfortable and secure fit
Multiple straps for support and stability
Hook and loop elastic toggle lacing system
Bespoke webbing details
Sculpted EVA footbed/midsole for comfort, stability and supportMaterialRubber Synthetic Material 						",4199,4912.83,HI-TEC Indra Ladies Sandal,HI-TEC,"UK4,UK5,UK6,UK7,UK8",http://products.activinstinct.com/y2014/m02/413056/36569088-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
412932-O002518-031,"
							A lightweight, comfortable shoe that is at home in the house, as it is on the road, in the city and on light trails. They can take you where you want to go, all in fantastic comfort cushioning.

Features:

Highly breathable, performance mesh uppers
Ghilly and toggle lacing system, creates an easy to manage, secure fit
Ortholite sockliner delivers long lasting cushioning, anti-odour and anti-microbial properties, all of which ensures ultimate all day comfort.
Super lightweight, high abrasion EVA outsole, delivers unrivalled underfoot cushioning and comfort.
Weight 166g

Winner of Footwear Product of the Year at The Great Outdoors Awards 2013.MaterialRubber Synthetic Material 						",4649,5439.33,HI-TEC Zuuk Ladies Outdoor Shoe,HI-TEC,"UK4,UK5,UK6,UK7,UK8",http://products.activinstinct.com/y2014/m02/412932/86599069-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
412898-O003084-041,"
							A lightweight, comfortable shoe that is at home in the house, as it is on the road, in the city and on light trails. They can take you where you want to go, all in fantastic comfort cushioning.

Features:

Lightweight canvas upper for comfort an breathability
Ghilly and toggle lacing system, creates an easy to manage, secure fit
Ortholite sockliner delivers long lasting cushioning, anti-odour and anti-microbial properties, all of which ensures ultimate all day comfort.
Super lightweight, high abrasion EVA outsole, delivers unrivalled underfoot cushioning and comfort.
Weight 166gMaterialRubber Synthetic Material 						",4649,5439.33,HI-TEC Zuuk Lite Ladies Outdoor Shoe,HI-TEC,"UK4,UK5,UK6,UK7,UK8",http://products.activinstinct.com/y2014/m02/412898/18905919-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
412910-O002518-012,"
							A lightweight, comfortable shoe that is at home in the house, as it is on the road, in the city and on light trails. They can take you where you want to go, all in fantastic comfort cushioning.

Features:

Highly breathable, performance mesh uppers
Ghilly and toggle lacing system, creates an easy to manage, secure fit
Ortholite sockliner delivers long lasting cushioning, anti-odour and anti-microbial properties, all of which ensures ultimate all day comfort.
Super lightweight, high abrasion EVA outsole, delivers unrivalled underfoot cushioning and comfort.
Weight 166g

Winner of Footwear Product of the Year at The Great Outdoors Awards 2013.MaterialRubber Synthetic Material 						",4649,5439.33,HI-TEC Zuuk Ladies Outdoor Shoe,HI-TEC,"UK4,UK5,UK6,UK7,UK8",http://products.activinstinct.com/y2014/m02/412910/18542574-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
413031-O002356-051,"
							A sandal designed for milder conditions that still has the rugged durability that you expect from Hi-Tec. Performance synthetic upper, offers versatility and comfort during wear.

Features:

Adjustable buckle fastening ensures comfortable and secure fit
Multiple straps for support and stability
Moisture-wicking lining keeps feet dry
Bespoke webbing details
Sculpted EVA footbed/midsole for comfort, stability and support
MDT rugged outsole for tractionMaterialRubber Synthetic Material 						",4649,5439.33,HI-TEC Premilla Strap Ladies Sandal,HI-TEC,"UK4,UK5,UK6,UK7,UK8",http://products.activinstinct.com/y2014/m02/413031/26796243-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
413019-O002974-053,"
							A sandal designed for milder conditions that still has the rugged durability that you expect from Hi-Tec. High performance synthetic upper, delivers breathability, durability and comfort during wear.

The Vibram outsole provides an excellent balance of durability, protection and traction. The tread patterns provide all of this, while shedding dirt exceptionally well.

Features:

Three adjustable hook and loop fastenings ensures perfect fit
Neoprene lining delivers padding and protection
Sculpted EVA footbed/midsole delivers comfort, stability and supportMaterialRubber Synthetic Material 						",5099,5965.83,HI-TEC Aurora Ladies Sandal,HI-TEC,"UK4,UK5,UK6,UK7,UK8",http://products.activinstinct.com/y2014/m02/413019/12413864-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
413025-O002974-051,"
							A sandal designed for milder conditions that still has the rugged durability that you expect from Hi-Tec. High performance synthetic upper, delivers breathability, durability and comfort during wear.

The Vibram outsole provides an excellent balance of durability, protection and traction. The tread patterns provide all of this, while shedding dirt exceptionally well.

Features:

Three adjustable hook and loop fastenings ensures perfect fit
Neoprene lining delivers padding and protection
Sculpted EVA footbed/midsole delivers comfort, stability and supportMaterialRubber Synthetic Material 						",5099,5965.83,HI-TEC Aurora Ladies Sandal,HI-TEC,"UK4,UK5,UK6,UK7,UK8",http://products.activinstinct.com/y2014/m02/413025/15934731-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
344531-1002717-BLU,"
							The Teva Rosa Ladies Shoe is great on the trail but designed for the water. This is a truly amphibious shoe that uses spider rubber for its grip and a Shocpad to protect your heel from impacts.

T.I.D.E. GRIP

Spider Original rubber outsole for uncompromised grip in wet environments
T.I.D.E. HYDRO

Multiple openings in the upper allow water to drain feely
T.I.D.E COMFORT

Hook and loop instep adjustment strap

Durable pull cord for one pull adjustment

Microban zinc based anti-microbial protection

Compression moulded EVA midsole

Shoc Pad in the heel for shock absorption.MaterialRubber Synthetic Material 						",5999,7018.83,TEVA Rosa Ladies Shoe,TEVA,"UK4,UK5,UK6,UK7,UK8",http://products.activinstinct.com/y2013/m02/344531/20069780-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
351341-O002406-041,"
							Hi-Tec presents the original lightweight suede and mesh walking shoe. Featuring a versatile lacing system to guarantee a secure fit, plus a moisture wick lining to keep the foot dry, this unique shoe has all the qualities of a hiking boot with a much more interesting look. A soft padded collar adds comfort, while the removable EVA sockliner adds cushioning. The rubber MDT hiking outsole is extra durable and great for all terrains.

Features:

Suede and mesh upper
Versatile lacing system for secure fit
Moisture-wicking lining keeps foot dry
Soft padded collar for added comfort
Removable EVA sockliner adds cushioning
Durable rubber MDT hiking outsoleMaterialMesh Rubber Suede 						",5999,7018.83,HI-TEC Sierra Lite Original Ladies Hiking Shoe,HI-TEC,"UK4,UK5,UK6,UK7,UK8",http://products.activinstinct.com/y2013/m04/351341/24334767-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
413062-O002568-054,"
							A sandal designed for milder conditions; it still has the rugged durability that you expect from Hi-Tec.
PU upper with a neoprene lining.

Features:

Close-toe for added protection
Lace with toggle for adjustability
Rubber outsole for extra gripMaterialRubber Synthetic Material 						",5999,7018.83,HI-TEC Shore Ladies Sandal,HI-TEC,"UK4,UK5,UK6,UK7,UK8",http://products.activinstinct.com/y2014/m02/413062/13118215-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
