SKU,Description,CP,SP,productname,Brand,Size,imgurl,
402932--,"
							The Multi Sport Underwear Shorts bring the benefits of their medical-grade compression to the
widest audience yet. Whatever your sport or physical activity, these shorts deliver optimum
compression to the thighs in total comfort.

The Multi Sport Underwear Shorts are designed to be worn underneath regular shorts or kit and are seamless, ultra lightweight, breathable and optimise postural alignment. They incorporate
targeted thigh compression which enhances blood flow, improves hip/buttock alignment and
reduces muscle vibration.

Targeted Compression: the seamless Compressport fibre is exclusively woven on medical compression machines allowing for millimetre-precision compression graduation, targeted around the thighs. This enables the stimulation of blood flow and oxygenation, evacuation of toxins, good knee alignment, shock absorption and the reduction of muscle vibration thus delaying muscle fatigue.

Waistband: the Jacquard elastic waistband is designed for comfort and has silicone grip inside to keep the shorts in position.

Push-Up Zone: the shorts provide exceptional support to the groin area while offering maximum freedom of movement and comfort. The Push-Up Zone is woven from 100% pure natural fibres: cashmere is thermo-regulatory; copper has antifungal and antibacterial properties to prevent odours and irritation of the mucous membranes; soft wood pulp is highly absorbent and breathable.

Flat-Lock Seams: the shorts are assembled with the latest generation flat-lock seams. Solid and
discreet, they avoid chafing.

Ergofit: the fibre and shape of the shorts are designed to fit every curve of your body perfectly, maximising efficiency and comfort.

Hydrophobic: the water-repellent fibre wicks moisture away and evacuates sweat without absorbing it. No more uncomfortable heavy, damp clothing that irritates and doesn't dry.

Ultralight: a second-to-none combination of high-performance, compression and weight, the technology used by Compressport makes these shorts the lightest true compression shorts ever made.

Thermoregulation: the fabric's unique weave enhances air circulation enables a perfect balance
between the inside and outside of the shorts, so body temperature remains stable with no sudden surges or drops.

Massaging Fibre: each movement triggers a micro massage providing a sensation of lightness and wellbeing.

Anti-Bacterial: the SANITIZED treatment helps prevent the growth of bacteria and naturally fights odours.

OEKO-TEX-certified: the innovative fibre used has the world-renowned OEKO-TEX inspection
certificate, declaring that it contains no chemical substances harmful to the skin.

Quality Guarantee: Compressport guarantees your product for two years and will exchange it for any manufacturing fault or defect during that period.						",8249,9651.33,COMPRESSPORT Multi Sport Underwear Shorts,COMPRESSPORT,T1;T2;T3;T4,http://products.activinstinct.com/y2014/m01/402932/94092052-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
397962-SHORTUWTBLKT,"
							To meet the increasing demand from its many trail running athletes, Compressport now offers a unique range of compression shirts and shorts designed specifically for trail running, incorporating many new trail-specific features.

The Trail Underwear Shorts, designed to be worn underneath regular shorts, are seamless, ultra lightweight, breathable and optimise postural alignment. They incorporate targeted thigh compression which enhances blood flow, improves hip/buttock alignment and reduces muscle vibration.

The seamless Compressport fibre is exclusively woven on medical compression machines, allowing for millimetre-precision compression graduation, targeted around the thighs. This enables the stimulation of blood flow and oxygenation, evacuation of toxins, good knee alignment, shock absorption and the reduction of muscle vibration thus delaying muscle fatigue.						",8699,10177.83,COMPRESSPORT Compression Trail Underwear Short,COMPRESSPORT,T1;T2;T3;T4,http://products.activinstinct.com/y2013/m12/397962/75780971-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
397842-R2,"
							Compression garments enhance performance, delay fatigue, lower the risk of injury and speed up
recovery times. Based on fabrics and technology originally developed for medical compression products, they help to eliminate muscle and joint pain by supporting the muscles and reducing shock and vibrations.

After exercise the Compressport R2 calf guard boosts your venous return, reducing the accumulation of toxins while increasing oxygenation to the muscles. The reduction in lactic acid build-up coupled with its shock absorption properties protects you from muscular fatigue and damage.

Muscles benefit from improved oxygenation, helping to reduce the possibility of cramps and injuries. The Compressport fabric also optimises heat exchange and wicks away moisture, helping to regulate your body temperature.						",4199,4912.83,COMPRESSPORT R2 Calf Compression Guard,COMPRESSPORT,T1;T2;T3;T4;Ice Blue;Black;Blue;Green;Pink;Purple;Red;White;Yellow,http://products.activinstinct.com/y2013/m12/397842/49045066-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
397921-FULLLEGBLACKT,"
							Compression garments enhance performance, delay fatigue, lower the risk of injury and speed up
recovery times. Based on fabrics and technology originally developed for medical compression products, they help to eliminate muscle and joint pain by supporting the muscles and reducing shock and vibrations.

This boosts your venous return, reducing the accumulation of toxins while increasing oxygenation to the muscles. The reduction in lactic acid build-up coupled with its shock absorption properties protects you from muscular fatigue and damage.

The Compressport F-Like Full Leg sleeve combines support for the two main compression areas (calves and thighs) into one product. The F-Like also optimises the knee position which is ideal for track, road, trail running and cycling.

Unlike conventional compression shorts which cover the groin, there is no need to machine wash these after each use, it can be hand washed in the shower then worn again straight away for recovery.						",7799,9124.83,COMPRESSPORT F-Like Full Leg Compression Guards,COMPRESSPORT,T1;T2;T3;T4;T1+;T2+;T3+;T4+,http://products.activinstinct.com/y2013/m12/397921/65735868-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
322314-15040,"
							A brilliant piece of training equipment to improve your reaction and hand-eye coordination.

Used by the Ashes winning England Cricket team, as well as India, South Africa, Australia and Bangladesh, this is the only rebound net on the market with both a 'sane' and 'insane' side to improve your coordination, peripheral vision and reaction speeds.

The Crazy Catch is also used by other international sports including GB Hockey, GB Badminton and Scottish Rugby. Now you can enjoy the same benefits at your training sessions, or even in your own back garden, on the beach or in the park.

The Crazy Catch Freestyle is small and compact and a lot of fun. This unique hand held rebound net offers a variety of training and game options. The Freestyle net is two sided, featuring a SANE and INSANE unpredictable ball return.

For use indoors and out, and in a convenient size, make this practical for a variety of training sessions. The Crazy Catch Freestyle is perfect for the serious or developing sports person, brilliant for helping build reaction times and skill development.


Size: 520mm (w) x 520mm (h)						",5499,6433.83,CRAZY CATCH Freestyle,CRAZY,,http://products.activinstinct.com/y2012/m11/322314/35509114-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
225125-10505,"
							A brilliant piece of training equipment to improve your reaction and hand-eye coordination.

Used by the Ashes winning England Cricket team, as well as India, South Africa, Australia and Bangladesh, this is the only rebound net on the market with both a 'sane' and 'insane' side to improve your coordination, peripheral vision and reaction speeds.

The Crazy Catch is also used by other international sports including GB Hockey, GB Badminton and Scottish Rugby. Now you can enjoy the same benefits at your training sessions, or even in your own back garden, on the beach or in the park. It can be fun for the whole family, learning the basics of catching and throwing, while improving coordination and enjoying it along the way.

The 'sane' side gives a consistent rebound while the 'insane' side generates random rebounds; the ball returns erratically, testing and improving your reactions and hand-eye co-ordination in a manner similar to slip practice, and is ideal to replace the old fashioned slip cradle.


Excellent for practicing in groups or on your own
Suitable for all ball sports from cricket, hockey, tennis, rugby and football
Ideal for developing throwing and catching skills
Can be used across the board by all ages
New and affordable to everyone
Strong and robust
Small size 750mm x 750mm
Weight: 5kg

With free Vision Ball to improve catching and reflexes.						",10499,12283.83,CRAZY CATCH Upstart Rebound Net (75cm x 75cm),CRAZY,,http://products.activinstinct.com/y2011/m05/225125/38317829-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
225142-10515,"
							A brilliant piece of training equipment to improve your reaction and hand-eye coordination.

Used by the Ashes winning England Cricket team, as well as India, South Africa, Australia and Bangladesh, this is the only rebound net on the market with both a 'sane' and 'insane' side to improve your coordination, peripheral vision and reaction speeds.

The Crazy Catch is also used by other international sports including GB Hockey, GB Badminton and Scottish Rugby. Now you can enjoy the same benefits at your training sessions, or even in your own back garden, on the beach or in the park. It can be fun for the whole family, learning the basics of catching and throwing, while improving coordination and enjoying it along the way.

The 'sane' side gives a consistent rebound while the 'insane' side generates random rebounds; the ball returns erratically, testing and improving your reactions and hand-eye co-ordination in a manner similar to slip practice, and is ideal to replace the old fashioned slip cradle.


Excellent for practicing in groups or on your own
Suitable for all ball sports from cricket, hockey, tennis, rugby and football
Ideal for developing throwing and catching skills
Can be used across the board by all ages
New and affordable to everyone
Strong and robust
Medium size 930mm x 930mm
Weight: 8kg

With free Vision Ball to improve catching and reflexes.						",12199,14272.83,CRAZY CATCH Wildchild Rebound Net (93cm x 93cm),CRAZY,,http://products.activinstinct.com/y2011/m05/225142/74052040-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
225159-10525,"
							A brilliant piece of training equipment to improve your reaction and hand-eye coordination.

Used by the Ashes winning England Cricket team, as well as India, South Africa, Australia and Bangladesh, this is the only rebound net on the market with both a 'sane' and 'insane' side to improve your coordination, peripheral vision and reaction speeds.

The Crazy Catch is also used by other international sports including GB Hockey, GB Badminton and Scottish Rugby. Now you can enjoy the same benefits at your training sessions, or even in your own back garden, on the beach or in the park. It can be fun for the whole family, learning the basics of catching and throwing, while improving coordination and enjoying it along the way.

The 'sane' side gives a consistent rebound while the 'insane' side generates random rebounds; the ball returns erratically, testing and improving your reactions and hand-eye co-ordination in a manner similar to slip practice, and is ideal to replace the old fashioned slip cradle.

This particular model, although adaptable, is more suited to schools, sports clubs and teams, as well as professional athletes.


Excellent for practicing in groups or on your own
Suitable for all ball sports from cricket, hockey, tennis, rugby and football
Ideal for developing throwing and catching skills
Can be used across the board by all ages
New and affordable to everyone
Strong and robust
Large size 148mm x 910mm
Weight: 11kg

With free Vision Ball to improve catching and reflexes.						",18499,21643.83,CRAZY CATCH Professional Rebound Net (148cm x 91cm),CRAZY,,http://products.activinstinct.com/y2011/m05/225159/36603271-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
323519-1916,"
							The main characteristics of the Argon range of bats are substantial contoured edges, a low swell position with extended sweet spot and reduced shoulders and toe. It also has a slightly concaved back profile.

The 202 is made from Grade 1 Kashmir Willow a great value alternative that still delivers good performance in a natural finish.						",3799,4444.83,GUNN & MOORE Argon Kashmir Junior Cricket Bat,GUNN,0;1;2;3;5;6;Harrow,http://products.activinstinct.com/y2012/m11/323519/85847751-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
391610-1111,"
							Ideal for all round stroke play, and the choice of England opener Joe Root, the F4.5 is a brand new design. It has a Big Bat design, with an optimised flatter face, improved spin control and greater feel.

All GM English Willow cricket bats are designed and produced from prime English Willow by their own craftsmen and women in their own factory in Nottingham, England.

Made from the very best unbleached seasoned Grade 1 English Willow selected for grain structure and weight the Original L.E is individually tested to ensure 5 star performance and fitted with a top quality treble spring multi-piece cane handle for outstanding feel, flex and control, GM NOW! and ToeTek finish is fitted as standard.

Bat features:

Substantial F4.5 contoured edges
Elongated swell height
Powerarc bow
Concaved back profile
Reduced toe and shoulders						",15899,18601.83,GUNN & MOORE Six6 F4.5 DXM Original Limited Edition Junior Cricket Bat,GUNN,3;4;5;6;Harrow,http://products.activinstinct.com/y2013/m11/391610/13784874-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
391933-4238,"
							The GM Young Gunn range has been specifically designed to give future international cricketers a flying start to their careers. All products featured in this range have been approved and endorsed by Team GM.

Set includes:

1 Icon moulded cricket bat
3 All-weather stumps
1 All-weather base
1 Soft rubber ball
Durable carry bag						",4499,5263.83,GUNN & MOORE Icon All Weather Cricket Set,GUNN,4;5;6,http://products.activinstinct.com/y2013/m11/391933/88605530-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
392117-5065,"
							Manning the stumps for an entire innings makes the wicket keeper the most involved man on the cricket field. Whether taking the ball at the stumps or picking up flying edges you need comfort, manoeuvrability and protection to keep you focused in the field all day. Legendary wicket keeper and South African international Mark Boucher uses the GM keeping range to ensure he performs at his agile best every game.

The NEW Original Limited Edition wicket keeping pads combine excellent protection and comfort in a lightweight design. Made from an ultra lightweight foam filling with triple vertical foam internal bolsters these pads have great flexibility and padding allowing you to move quickly behind the stumps.Benefiting from a natural no strain fit for all day comfort, these pads have a premium quality wipe-clean PU facing and abrasion resistant instep material for excellent durability.						",6899,8071.83,GUNN & MOORE Original Limited Edition Wicket Keeping Pads,GUNN,Boys;Youths;Mens,http://products.activinstinct.com/y2013/m11/392117/77841246-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
218128-3034A101,"
							Our comprehensive range of hand sewn balls are manufactured to comply with M.C.C. regulations. Our rigorous quality control at every stage of production ensures excelent shape and seam retention. Suitable for all standards of cricket


Quality four piece construction
Grade A
Available in 5 1/2 oz Senior and 4 1/2 oz Junior size						",5499,6433.83,GUNN & MOORE Crown Match Cricket Ball (pack of 6),GUNN,Junior;Senior,http://products.activinstinct.com/y2011/m03/218128/22365332-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
218133-3034A101,"
							This comprehensive range of hand sewn balls are manufactured to comply with M.C.C. regulations. Our rigorous quality control at every stage of production ensures excelent shape and seam retention. Suitable for all standards of cricket


Quality four piece construction
Grade A
Available in 5 1/2 oz Senior and 4 1/2 oz Junior size						",8499,9943.83,GUNN & MOORE Crown Match Cricket Ball (Pack of 12),GUNN,Junior;Senior,http://products.activinstinct.com/y2011/m03/218133/97079687-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
257735-3140,"
							The Skills Ball shares the same characteristics regarding weight and bounce as standard leather balls do, but the plastic construction eliminates the obvious hardness. The ball is made with a PVC outer with specially formulated core and a durable stitched seam. This is ideal for developing technique, skills and in particular confidence for young and less experienced players.

The bucket contains 24 balls, brilliant for coaches of school and club teams.						",10499,12283.83,GUNN & MOORE Skills Ball Bucket,GUNN,Junior;Senior,http://products.activinstinct.com/y2011/m11/257735/90145633-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
218119-3010,"
							There is nothing quite like snatching a cricket ball out of the air at the expense of an over enthusiastic batsman. With cries of ""CATCH IT"" bellowing around your ears, it really is a pleasure owned only to the cricketer. GM's range of cricket balls feels great in the hand, provide excellent lifespan and deliver great performance for bowler and batsman.

All GM's leather balls conform to MCC regulations and are hand made to exacting specifications under close supervision in specialist factories. Strict quality control of materials and construction provides superior shape retention, true seams and avoidance of hard balls.

You will continually get great performance out of this ball whether in the nets or playing for the first XI.						",11499,13453.83,GUNN & MOORE Super County Cricket Ball (Pack of 6),GUNN,Junior;Senior,http://products.activinstinct.com/y2011/m03/218119/43008880-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
218125-3010,"
							There is nothing quite like snatching a cricket ball out of the air at the expense of an over enthusiastic batsman. With cries of ""CATCH IT"" bellowing around your ears, it really is a pleasure owned only to the cricketer. GM's range of cricket balls feels great in the hand, provide excellent lifespan and deliver great performance for bowler and batsman.

All GM's leather balls conform to MCC regulations and are hand made to exacting specifications under close supervision in specialist factories. Strict quality control of materials and construction provides superior shape retention, true seams and avoidance of hard balls.

You will continually get great performance out of this ball whether in the nets or playing for the first XI.						",19499,22813.83,GUNN & MOORE Super County Cricket Ball (Pack of 12),GUNN,Junior;Senior,http://products.activinstinct.com/y2011/m03/218125/96862862-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
257340-5201,"
							Manning the stumps for an entire innings makes the wicket keeper the most involved man on the cricket field. Whether taking the ball at the stumps or picking up flying edges you need comfort, manoeuvrability and protection to keep you focused in the field all day.

Made with luxury leather and fully lined this glove provides all day comfort, whilst the high grip durable Neoprene palm helps you to keep the ball secure in your hands.

The Original features a 'T' web thumb and first finger, embossed finger tabs and mesh back section for durability, comfort and breathability. Further protection comes from knuckle padding and strong square caned cuffs to keep your wrists safe from impact and help you steal those run-outs.MaterialImpact Foam Poly Armour Vapour Foam 						",8499,9943.83,GUNN & MOORE Original Wicket Keeping Gloves,GUNN,Mens;Over Sized Mens,http://products.activinstinct.com/y2011/m11/257340/11729825-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
392308-7205,"
							As cricket continually develops, and players look for the slightest edge to gain improved performance on the field, your choice of cricket clothing has become an important decision. Cricket wear has now taken on more importance in terms of design, performance and comfort allowing you to keep focused at the crease or in the field.

The TEKNIK is a short sleeve length shirt featuring super soft moisture management material to keep you cool, dry and comfortable during a game. Sporting a fashionable collar with press stud closure and available in Navy, Green and Maroon trims the stylish GM clothing range is performance driven for cricketers looking to gain a competitive advantage.MaterialPolyester Fabric 100%						",4699,5497.83,GUNN & MOORE Teknik Men's Short Sleeve Cricket Shirt,GUNN,S;M;L;XL;XXL,http://products.activinstinct.com/y2013/m11/392308/85672320-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
324452-7048,"
							The Gunn and Moore Teknik Sweater focuses on a modern design for the 'modern-day' cricketer utilising fashion and performance cues with a polyester/fleece combination giving fantastic feel, warmth and comfort so you can keep the chill out on those brisk mornings in the field or at the crease.MaterialPolyester Fleece 						",4999,5848.83,GUNN & MOORE Trimmed Men's Long Sleeve Teknik Sweater,GUNN,S;M;L;XL;XXL;Green/Gold;Maroon/Gold;Navy/Red;Navy/Sky,http://products.activinstinct.com/y2012/m11/324452/96908295-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
391541-1102,"
							Each bat in the Purist range features a flat face and maximised edges for enhanced shot choice, this is a bat with immense power potential.

All GM English Willow cricket bats are designed and produced from prime English Willow by their own craftsmen and women in their own factory in Nottingham, England.

Made from the very best unbleached seasoned Grade 1 English Willow selected for grain structure and weight the Original L.E is individually tested to ensure 5 star performance and fitted with a top quality treble spring multi-piece cane handle for outstanding feel, flex and control, GM NOW! and ToeTek finish is fitted as standard.

Bat features:

Flatter face profile
Middle swell position
Reduced shoulder and toe
Offset contoured edges						",41499,48553.83,GUNN & MOORE Purist F2 DXM Original Limited Edition Adult Cricket Bat,GUNN,Short Handle - Light Weight;Short Handle - Medium Weight;Short Handle - Heavy Weight,http://products.activinstinct.com/y2013/m11/391541/51543671-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
391525-1120,"
							The main characteristics of the Icon range of bats are the lightweight design, flowing power edges and high swell position. It also has a super concave profile and toe.

Made from the very best unbleached seasoned Grade 1 English Willow selected for grain structure and weight, the Original L.E is individually tested to ensure 5 star performance and fitted with a top quality treble spring multi-piece cane handle for outstanding feel, flex and control. The handle is ovalled for natural bottom hand location, comfort and control.

DXM conditioning means superior wood conditioning that improves the stability and consistency of willow pre-production. A new paperless design process uses state of the art CAD (Computer Aided Design) and there are quantum improvements to the vital pressing operation.

The ToeTek technology consists of a specially shaped resilient shield fitted to the toe of the bat. This reduces toe damage and feathering that is often caused by tapping at the crease and also provides a further barrier to damp.

The bat has been knocked-in by the Gunn &amp; Moore batmaker in-house. There is DriGuard applied to resist damp and minimize toe swelling, raw linseed oil applied to reduce cracking and splitting by maintaining the moisture level of the blade and a clear anti-scuff cover applied to the face and edges to increase blade durability.						",41499,48553.83,GUNN & MOORE Icon DXM F7 Original Limited Edition Adult Cricket Bat,GUNN,Short Handle - Light Weight;Short Handle - Medium Weight;Short Handle - Heavy Weight,http://products.activinstinct.com/y2013/m11/391525/72532848-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
391505-1111,"
							Ideal for all round stroke play, and the choice of England opener Joe Root, the F4.5 is a brand new design. It has a Big Bat design, with an optimised flatter face, improved spin control and greater feel.

All GM English Willow cricket bats are designed and produced from prime English Willow by their own craftsmen and women in their own factory in Nottingham, England.

Made from the very best unbleached seasoned Grade 1 English Willow selected for grain structure and weight the Original L.E is individually tested to ensure 5 star performance and fitted with a top quality treble spring multi-piece cane handle for outstanding feel, flex and control, GM NOW! and ToeTek finish is fitted as standard.

Bat features:

Substantial F4.5 contoured edges
Elongated swell height
Powerarc bow
Concaved back profile
Reduced toe and shoulders						",41499,48553.83,GUNN & MOORE Six6 F4.5 DXM Original Limited Edition Adult Cricket Bat,GUNN,Short Handle - Light Weight;Short Handle - Medium Weight;Short Handle - Heavy Weight,http://products.activinstinct.com/y2013/m11/391505/48651603-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
324496-5S425,"
							The main characteristics of the Octane F2 series of bats are huge F2 contoured edges, a flatter face profile and low swell position. This is a big bat, make no mistake.

Made from the unbleached seasoned Grade 2 English Willow the bat features minor blemishes with some colour on one edge. 808 bats are fitted with good quality treble spring cane handle for outstanding feel, flex and control.

DXM conditioning means superior wood conditioning that improves the stability and consistency of willow pre-production. A new paperless design process uses state of the art CAD (Computer Aided Design) and there are quantum improvements to the vital pressing operation.

The ToeTek technology consists of a specially shaped resilient shield fitted to the toe of the bat. This reduces toe damage and feathering that is often caused by tapping at the crease and also provides a further barrier to damp.

The bat has been knocked-in by the Gunn &amp; Moore batmaker in-house. There is DriGuard applied to resist damp and minimize toe swelling, raw linseed oil applied to reduce cracking and splitting by maintaining the moisture level of the blade and a clear anti-scuff cover applied to the face and edges to increase blade durability.						",17499,20473.83,GUNN & MOORE Octane F2 DXM 808 5 Star Adult Cricket Bat,GUNN,Short Handle - Light Weight;Short Handle - Medium Weight;Short Handle - Heavy Weight;Long Handle - Light Weight;Long Handle - Medium Weight;Long Handle - Heavy Weight,http://products.activinstinct.com/y2012/m11/324496/58962280-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
257421-1100,"
							The main characteristics of the 1885 range of bats are the lightweight, traditional design and traditional back profile. There are contoured edges and the swell is positioned to maximise power in the already lightweight shape. It also features an engraved toe detail.

Made from the very best unbleached seasoned Grade 1 English Willow selected for grain structure and weight, the Original L.E is individually tested to ensure 5 star performance and fitted with a top quality treble spring multi-piece cane handle for outstanding feel, flex and control. The handle is ovalled for natural bottom hand location, comfort and control.

DXM conditioning means superior wood conditioning that improves the stability and consistency of willow pre-production. A new paperless design process uses state of the art CAD (Computer Aided Design) and there are quantum improvements to the vital pressing operation.

The ToeTek technology consists of a specially shaped resilient shield fitted to the toe of the bat. This reduces toe damage and feathering that is often caused by tapping at the crease and also provides a further barrier to damp.

The bat has been knocked-in by the Gunn &amp; Moore batmaker in-house. There is DriGuard applied to resist damp and minimize toe swelling, raw linseed oil applied to reduce cracking and splitting by maintaining the moisture level of the blade and a clear anti-scuff cover applied to the face and edges to increase blade durability.						",36699,42937.83,GUNN & MOORE 1885 DXM Original L.E. Adult Cricket Bat,GUNN,Short Handle - Light Weight;Short Handle - Medium Weight;Short Handle - Heavy Weight;Long Handle - Light Weight;Long Handle - Medium Weight;Long Handle - Heavy Weight,http://products.activinstinct.com/y2011/m11/257421/70708819-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
322974-1142,"
							The main characteristics of the Octane F2 series of bats are huge F2 contoured edges, a flatter face profile and low swell position. This is a big bat, make no mistake.

Made from the very best unbleached seasoned Grade 1 English Willow selected for grain structure and weight, the Original L.E is individually tested to ensure 5 star performance and fitted with a top quality treble spring multi-piece cane handle for outstanding feel, flex and control. The handle is ovalled for natural bottom hand location, comfort and control.

DXM conditioning means superior wood conditioning that improves the stability and consistency of willow pre-production. A new paperless design process uses state of the art CAD (Computer Aided Design) and there are quantum improvements to the vital pressing operation.

The ToeTek technology consists of a specially shaped resilient shield fitted to the toe of the bat. This reduces toe damage and feathering that is often caused by tapping at the crease and also provides a further barrier to damp.

The bat has been knocked-in by the Gunn &amp; Moore batmaker in-house. There is DriGuard applied to resist damp and minimize toe swelling, raw linseed oil applied to reduce cracking and splitting by maintaining the moisture level of the blade and a clear anti-scuff cover applied to the face and edges to increase blade durability.						",41499,48553.83,GUNN & MOORE Octane F2 DXM Original L.E. Adult Cricket Bat,GUNN,Short Handle - Light Weight;Short Handle - Medium Weight;Short Handle - Heavy Weight;Long Handle - Light Weight;Long Handle - Medium Weight;Long Handle - Heavy Weight,http://products.activinstinct.com/y2012/m11/322974/39852923-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
323013-1152,"
							The main characteristics of the Zona F2 series of bats are massive F2 edges at the drive zone, a flatter face profile and exaggerated swell height. There are reduced shoulders and toe, and all this concentrates the power to produce devastating results.

Made from the very best unbleached seasoned Grade 1 English Willow selected for grain structure and weight, the Original L.E is individually tested to ensure 5 star performance and fitted with a top quality treble spring multi-piece cane handle for outstanding feel, flex and control. The handle is ovalled for natural bottom hand location, comfort and control.

DXM conditioning means superior wood conditioning that improves the stability and consistency of willow pre-production. A new paperless design process uses state of the art CAD (Computer Aided Design) and there are quantum improvements to the vital pressing operation.

The ToeTek technology consists of a specially shaped resilient shield fitted to the toe of the bat. This reduces toe damage and feathering that is often caused by tapping at the crease and also provides a further barrier to damp.

The bat has been knocked-in by the Gunn &amp; Moore batmaker in-house. There is DriGuard applied to resist damp and minimize toe swelling, raw linseed oil applied to reduce cracking and splitting by maintaining the moisture level of the blade and a clear anti-scuff cover applied to the face and edges to increase blade durability.						",41499,48553.83,GUNN & MOORE Zona F2 DXM Original L.E. Adult Cricket Bat,GUNN,Short Handle - Light Weight;Short Handle - Medium Weight;Short Handle - Heavy Weight;Long Handle - Light Weight;Long Handle - Medium Weight;Long Handle - Heavy Weight,http://products.activinstinct.com/y2012/m11/323013/57033712-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
322833-1190,"
							The main characteristics of the Argon range of bats are substantial contoured edges, a low swell position with extended sweet spot and reduced shoulders and toe. It also has a slightly concaved back profile.

Made from the very best unbleached seasoned Grade 1 English Willow selected for grain structure and weight, the Original L.E is individually tested to ensure 5 star performance and fitted with a top quality treble spring multi-piece cane handle for outstanding feel, flex and control. The handle is ovalled for natural bottom hand location, comfort and control.

DXM conditioning means superior wood conditioning that improves the stability and consistency of willow pre-production. A new paperless design process uses state of the art CAD (Computer Aided Design) and there are quantum improvements to the vital pressing operation.

The ToeTek technology consists of a specially shaped resilient shield fitted to the toe of the bat. This reduces toe damage and feathering that is often caused by tapping at the crease and also provides a further barrier to damp.

The bat has been knocked-in by the Gunn &amp; Moore batmaker in-house. There is DriGuard applied to resist damp and minimize toe swelling, raw linseed oil applied to reduce cracking and splitting by maintaining the moisture level of the blade and a clear anti-scuff cover applied to the face and edges to increase blade durability.						",41499,48553.83,GUNN & MOORE Argon DXM Original L.E. Adult Cricket Bat,GUNN,Short Handle - Light Weight;Short Handle - Medium Weight;Short Handle - Heavy Weight;Long Handle - Light Weight;Long Handle - Medium Weight;Long Handle - Heavy Weight,http://products.activinstinct.com/y2012/m11/322833/68404461-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
324473-7048,"
							The Gunn and Moore Teknik Sweater focuses on a modern design for the 'modern-day' cricketer utilising fashion and performance cues with a polyester/fleece combination giving fantastic feel, warmth and comfort so you can keep the chill out on those brisk mornings in the field or at the crease.MaterialPolyester Fleece 						",4999,5848.83,GUNN & MOORE Trimmed Junior Long Sleeve Teknik Sweater,GUNN,Small Boys;Medium Boys;Large Boys;Green/Gold;Maroon/Gold;Navy/Red;Navy/Sky,http://products.activinstinct.com/y2012/m11/324473/13176295-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
391954-5020,"
							As a cricketer, choosing the right protection will help you to feel secure and comfortable at the crease. Feeling comfortable will provide focus and allow you to concentrate on timing the ball so you can consistently break your highest score. The GM range is used by former England captain and sweet-striking batsman Michael Vaughan.

The Original Limited Edition pads offer traditional construction with international quality protection. A premium quality wipe-clean PU face, with leather instep offers superb comfort and enhanced durability.

Featuring the new internal knee locater to position your knee for maximum protection, these pads also offer an extended wing, knee and top hat for additional ankle, calf and thigh protection. Further flexibility and protection comes from a vertical internal bolster to complete these remarkable pads.						",12799,14974.83,GUNN & MOORE Original Limited Edition Batting Pads,GUNN,Small Mens;Mens;Over Sized Mens;Left;Right,http://products.activinstinct.com/y2013/m11/391954/48374822-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
