SKU,Description,CP,SP,productname,Brand,Size,imgurl,
218607-170,"
							These Kayenne goggles are an extremely high performing piece of swim wear kit. The oversized, ultra durable Plexisol lens offer 4-point expanded, 180-degree visibility, and because they are Plexisol, are ten times stronger than glass and 100 times as light.

The one-touch, Quick-Fit Buckle allows for a perfect fit with simple adjustments - even during use - and the stabilizing nose bridge keeps fitting secure and comfortable.

The lens also offers 100% UV protection, as well as antifog and UV lens treatment for long lasting clarity and durability from wear and scratches. The goggles are latex free, and include a silicone strap for extra durability and comfort.

Stay focused and comfortable with these exceptional goggles.						",3499,4093.83,AQUA SPHERE Kayenne Regular Fit Clear Lens Goggles,AQUA,Clear Lens/Black and Green Frame;Clear Lens/Black and Red Frame;Clear Lens/Clear & Black Frame,http://products.activinstinct.com/y2011/m03/218607/89218377-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
285414-168440 / 168450,"
							All Aqua Sphere eye protection is built to premium standards in Genoa, Italy. These particular goggles are Optics Ready. Diopter lenses, with prescriptions from -1.5 to -6 available, mean there is no need for compromise on your vision while you swim. Each goggle comes with 2 x lenses.

The curved lenses provide a distortion-free 180 degree range of vision and the Easy-Adjust buckles allow you to pull to tighten, or lift tab to loosen, providing a custom fit.

As with all other Aqua Sphere goggles, these are hypoallergenic and latex free. The lenses offer 100% UV/UVB protection with scratch resistance and anti-fog treatment.

Surgical grade silicone provides optimum, long-lasting comfort and product longevity. Six times lighter than glass, polycarbonate provides a construction that is incredibly durable and offers superior optic qualities.						",4700,5499,AQUA SPHERE Eagle Goggles With Diopter Lens,AQUA,Clear Lens/Blue Frame;Clear Lens/Clear Frame;-1.5;-2.0;-2.5;-3.0;-3.5;-4.0;-4.5;-5.0;-5.5;-6.0,http://products.activinstinct.com/y2012/m04/285414/97479702-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
426222-4953,"
							Ideal for commuting, with multiple reflecting graphics on all sides. Designed for comfort with spacer mesh for airflow and foam cushioning in all body contact areas.

There is a zippered main compartment and front pocket, with multiple organiser pockets and a secure LED pocket on the lower front with clear window. Hydration system compatible.MaterialSynthetic 						",6499,7603.83,POLARIS RBS Radar Pack,POLARIS,Fluo Green/Black;Black,http://products.activinstinct.com/y2014/m04/426222/23298151-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
418309-2213,"
							This is the perfect heart rate monitor for training in the gym and with friends. The heart rate values are transmitted securely and ECG-accurately through the use of the digitally encoded STS transmission system. While training, users can view their current heart rate and the total number of calories burned at a glance. With only two buttons, the heart rate monitor is exceptionally simple to operate.

Features:

Digitally encoded wireless transmission
ECG-accurate
Easy-to-read display with large figures and pictograms
Automated function for calculating the target zone
One adjustable target zone
Calorie counter
Backlit display
Button lock
Watertight						",5499,6433.83,SIGMA PC 22.13 Men's Sports Watch,SIGMA,Green;Grey,http://products.activinstinct.com/y2014/m03/418309/11928709-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
31574-90042867 / 90048732 / 90051032 / 90051035,"
							The Polar FT4 is designed for those who want basic heart rate-based features to keep their fitness training simple. Just grab it with you, put on the comfortable textile transmitter, and Polar FT4 tells if you're improving your fitness.

Main Features:

Manual Target Zone: This feature enables you to define the target zone as you want and is suitable for your training. You can set the target zone for your training as beats per minute (bpm) or as a percentage of your maximum heart rate.
Polar OwnCal calculates the number of kilocalories expended during training. This feature allows you to follow the kilocalories expended during one training session and cumulative kilocalories expended during several training sessions.
Polar OwnCode: Coded heart rate transmission automatically locks in a code to transmit your heart rate to the training computer. The training computer picks up your heart rate from your transmitter only. Coding prevents interference from other training computers.
HR-based Target Zones: You can define your target zones for a training session based on heart rate to help define the right intensity. When you are out of the preset zones, the training computer will give a visual and audible alarm.


What's in the Box:

Polar FT4 training computer
Polar WearLink+ transmitter
Quick Guide						",8199,9592.83,POLAR FT4F Heart Rate Monitor,POLAR,Green;Purple/Pink,http://products.activinstinct.com/y2009/m11/31574/92733775-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
422741-HV09,"
							The Blueseventy Hydra Vision Goggle was the Winner of 2011 Triathlete Magazine Editor's Choice Best Goggle, and uses the latest soft frame technology with emphasis on all round visibility and improved dynamics in the water. The curved wide vision lens makes this the perfect crossover goggle for pool to open water.


Wide view curved lens provides extended vision and clarity compared to regular lenses


Integrated Soft Touch Auto Adjust Strap system allows ease of adjustability


Integrated adjustment allows for smoother less interrupted water flow over the goggle, improving hydro-dynamics


Low profile feature fitting frame


Latest HDR TPR frame materials used to reduce weight, increase comfort and fit


CP lenses deliver unmatched antifog properties


Split yoke strap for security even in the toughest open water swims.

MaterialPolycarbonate 						",3800,4446,BLUESEVENTY Hydra Vision Goggle,BLUESEVENTY,Grey/Black;White/Black,http://products.activinstinct.com/y2014/m04/422741/13194860-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
418312-2213,"
							This is the perfect heart rate monitor for training in the gym and with friends. The heart rate values are transmitted securely and ECG-accurately through the use of the digitally encoded STS transmission system. While training, users can view their current heart rate and the total number of calories burned at a glance. With only two buttons, the heart rate monitor is exceptionally simple to operate.

Features:

Digitally encoded wireless transmission
ECG-accurate
Easy-to-read display with large figures and pictograms
Automated function for calculating the target zone
One adjustable target zone
Calorie counter
Backlit display
Button lock
Watertight						",5499,6433.83,SIGMA PC 22.13 Ladies Sports Watch,SIGMA,Grey;Pink,http://products.activinstinct.com/y2014/m03/418312/23530863-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
418303-2830,"
							Simple to use and equipped with all basic functions, the ECG-accurate and digitally coded heart rate monitor ideally suits every leisure time athlete, who wants to train healthy and effectively.

According to the training target, two pre-programmed training zones, as well as a manually set training zone, can be selected. An individual memory as well as a memory for total values, which documents the training sessions over weeks, months and a freely selected period, provides a detailed training evaluation. Thanks to the illuminated display, sporting activities are not hindered by darkness.

Features:

4 Heart Rate functions
Digitally coded radio transmission
6 time functions, including countdown and alarm
Training with 1 adjustable HR zone
Calorie counter
Total values per week, month, since reset
Memory place for 1 training session
Intuitive menu navigation
Battery compartment
Storage of pre-set values in case of battery change
Background illumination of the display
Watertight
Personalisation
5 languages
Stopwatch						",6999,8188.83,SIGMA PC 25.10 Sports Watch,SIGMA,Grey;Yellow,http://products.activinstinct.com/y2014/m03/418303/29842772-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
418306-2141,"
							Ambitious runners can store up to 99 laps with the RC 14.11. The individual training laps can be evaluated using the Easy LapView function on the watch or, thanks to the 90 h LOG capacity, on your computer. In addition to detailed lap values, runners also receive the essential information from a running computer: speed, distance, heart rate; all measured using the R3 COMFORTEX+.

The docking station for the data transfer to the PC/ MAC and the SIGMA DATA CENTER software are included.

Features:

Digitally coded wireless transmission
ECG-accurate
Current, average and maximum heart rate
Current, average and maximum speed
Distance in km
Current and average speed comparison
Lap counter (99 laps)
Automatic training zone feature for calculating individual training zones
Training mode with 1 programmable HR zone
Calorie counter
Audible and visual zone alarm
Includes docking station and SIGMA DATA CENTER software
PC interface
ON/OFF battery compartment
Low battery indicator (watch and transmitter)
Backlight
Full text display with 5 available languages
Watertight						",11499,13453.83,SIGMA RC 14.11 Sports Watch,SIGMA,Grey;Yellow,http://products.activinstinct.com/y2014/m03/418306/73969925-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
397879-USBLACKT,"
							Compression garments enhance performance, delay fatigue, lower the risk of injury and speed up
recovery times. Based on fabrics and technology originally developed for medical compression products, they help to eliminate muscle and joint pain by supporting the muscles and reducing shock and vibrations.

The Compressport US calf guard is uniquely enhanced through the integration of a layer of 220 silicon gel buds surrounding the interior of the guard above the ankle. This optimises shock absorption, greatly reduces muscle oscillation and provides increased support to the Achilles tendon.

After exercise the Compressport US calf guard boosts your venous return, reducing the accumulation of toxins while increasing oxygenation to the muscles. The reduction in lactic acid build-up coupled with its shock absorption properties protects you from muscular fatigue and damage.

Muscles benefit from improved oxygenation, helping to reduce the possibility of cramps and injuries. The Compressport fabric also optimises heat exchange and wicks away moisture, helping to regulate your body temperature.						",5099,5965.83,COMPRESSPORT US Calf Compression Guard,COMPRESSPORT,T1;T2;T3;T4,http://products.activinstinct.com/y2013/m12/397879/26587172-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
402932--,"
							The Multi Sport Underwear Shorts bring the benefits of their medical-grade compression to the
widest audience yet. Whatever your sport or physical activity, these shorts deliver optimum
compression to the thighs in total comfort.

The Multi Sport Underwear Shorts are designed to be worn underneath regular shorts or kit and are seamless, ultra lightweight, breathable and optimise postural alignment. They incorporate
targeted thigh compression which enhances blood flow, improves hip/buttock alignment and
reduces muscle vibration.

Targeted Compression: the seamless Compressport fibre is exclusively woven on medical compression machines allowing for millimetre-precision compression graduation, targeted around the thighs. This enables the stimulation of blood flow and oxygenation, evacuation of toxins, good knee alignment, shock absorption and the reduction of muscle vibration thus delaying muscle fatigue.

Waistband: the Jacquard elastic waistband is designed for comfort and has silicone grip inside to keep the shorts in position.

Push-Up Zone: the shorts provide exceptional support to the groin area while offering maximum freedom of movement and comfort. The Push-Up Zone is woven from 100% pure natural fibres: cashmere is thermo-regulatory; copper has antifungal and antibacterial properties to prevent odours and irritation of the mucous membranes; soft wood pulp is highly absorbent and breathable.

Flat-Lock Seams: the shorts are assembled with the latest generation flat-lock seams. Solid and
discreet, they avoid chafing.

Ergofit: the fibre and shape of the shorts are designed to fit every curve of your body perfectly, maximising efficiency and comfort.

Hydrophobic: the water-repellent fibre wicks moisture away and evacuates sweat without absorbing it. No more uncomfortable heavy, damp clothing that irritates and doesn't dry.

Ultralight: a second-to-none combination of high-performance, compression and weight, the technology used by Compressport makes these shorts the lightest true compression shorts ever made.

Thermoregulation: the fabric's unique weave enhances air circulation enables a perfect balance
between the inside and outside of the shorts, so body temperature remains stable with no sudden surges or drops.

Massaging Fibre: each movement triggers a micro massage providing a sensation of lightness and wellbeing.

Anti-Bacterial: the SANITIZED treatment helps prevent the growth of bacteria and naturally fights odours.

OEKO-TEX-certified: the innovative fibre used has the world-renowned OEKO-TEX inspection
certificate, declaring that it contains no chemical substances harmful to the skin.

Quality Guarantee: Compressport guarantees your product for two years and will exchange it for any manufacturing fault or defect during that period.						",8249,9651.33,COMPRESSPORT Multi Sport Underwear Shorts,COMPRESSPORT,T1;T2;T3;T4,http://products.activinstinct.com/y2014/m01/402932/94092052-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
397962-SHORTUWTBLKT,"
							To meet the increasing demand from its many trail running athletes, Compressport now offers a unique range of compression shirts and shorts designed specifically for trail running, incorporating many new trail-specific features.

The Trail Underwear Shorts, designed to be worn underneath regular shorts, are seamless, ultra lightweight, breathable and optimise postural alignment. They incorporate targeted thigh compression which enhances blood flow, improves hip/buttock alignment and reduces muscle vibration.

The seamless Compressport fibre is exclusively woven on medical compression machines, allowing for millimetre-precision compression graduation, targeted around the thighs. This enables the stimulation of blood flow and oxygenation, evacuation of toxins, good knee alignment, shock absorption and the reduction of muscle vibration thus delaying muscle fatigue.						",8699,10177.83,COMPRESSPORT Compression Trail Underwear Short,COMPRESSPORT,T1;T2;T3;T4,http://products.activinstinct.com/y2013/m12/397962/75780971-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
397908-QUAD,"
							Compression garments enhance performance, delay fatigue, lower the risk of injury and speed up
recovery times. Based on fabrics and technology originally developed for medical compression products, they help to eliminate muscle and joint pain by supporting the muscles and reducing shock and vibrations.

This boosts your venous return, reducing the accumulation of toxins while increasing oxygenation to the muscles. The reduction in lactic acid build-up coupled with its shock absorption properties protects you from muscular fatigue and damage.

The Compressport ForQuad thigh guard is the only compression product sized to your upper leg muscles, not your waist, enabling optimal compression levels to your quadriceps and hamstrings while also supporting the ITB.

Wear the ForQuad under your tri suit, cycle or running shorts. Unlike conventional compression shorts which cover the groin, there is no need to machine wash these after each use, it can be hand washed in the shower then worn again straight away for recovery.						",6399,7486.83,COMPRESSPORT ForQuad Thigh Compression Guard,COMPRESSPORT,T1;T2;T3;T4;Black;Blue;White,http://products.activinstinct.com/y2013/m12/397908/51226857-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
397943-ARMFOR,"
							Compressport Pro Racing Arm Sleeves provide all of the performance and recovery benefits of compression while protecting you from the elements. Highly technical, they are a must-have for any serious athlete.

The Compressport ARMFORCE Arm Sleeves are perfect for training during cooler months, combining a low level of compression with multiple properties including moisture and heat control. Manufactured from the high-performance Italian Dryarn fabric, they are incredibly lightweight, seamless and antibacterial to ensure you always stay comfortable.

The special polyamide knitting protects you from the cold and wind chill whilst still providing maximum breathability for your skin. The activation of microcirculation assists and supports the thermo-regulating mechanism in your skin, therefore allowing you to save energy.

The gentle graduated compression acts on both muscular zones of your arm. Improved venous return and shock absorption is guaranteed along the entire arm length. Compressport ARMFORCE Arm Sleeves do not retain water and will remain feather light in all conditions.						",3749,4386.33,COMPRESSPORT ArmForce Training Compression Sleeves,COMPRESSPORT,T1;T2;T3;T4;Black;White,http://products.activinstinct.com/y2014/m04/397943/92955387-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
397934-ARMWS,"
							Compressport Pro Racing Arm Sleeves provide all of the performance and recovery benefits of compression while protecting you from the elements. Highly technical, they are a must-have for any serious athlete.

With this Watch Space feature your watch is always visible when wearing these arm sleeves, so you can check the time and monitor your progress easily and there is no need to remove your watch before you pull the arm sleeve on or off.

The progressive compression acts on both muscular zones of your arm. Improved venous return and shock absorption is guaranteed along the entire arm length.

The special polyamide knitting protects you from the cold and wind chill whilst still providing maximum breathability for your skin. The activation of microcirculation assists and supports the thermo-regulating mechanism in your skin, therefore allowing you to save energy.

The Coldblack treatment reduces heat build-up; the textile stays cool to the touch so the wearer perspires less, feels better and is capable of greater performance.						",5599,6550.83,COMPRESSPORT Pro Racing Watch Space Arm Compression Sleeves,COMPRESSPORT,T1;T2;T3;T4;Black;White,http://products.activinstinct.com/y2013/m12/397934/51898966-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
397842-R2,"
							Compression garments enhance performance, delay fatigue, lower the risk of injury and speed up
recovery times. Based on fabrics and technology originally developed for medical compression products, they help to eliminate muscle and joint pain by supporting the muscles and reducing shock and vibrations.

After exercise the Compressport R2 calf guard boosts your venous return, reducing the accumulation of toxins while increasing oxygenation to the muscles. The reduction in lactic acid build-up coupled with its shock absorption properties protects you from muscular fatigue and damage.

Muscles benefit from improved oxygenation, helping to reduce the possibility of cramps and injuries. The Compressport fabric also optimises heat exchange and wicks away moisture, helping to regulate your body temperature.						",4199,4912.83,COMPRESSPORT R2 Calf Compression Guard,COMPRESSPORT,T1;T2;T3;T4;Ice Blue;Black;Blue;Green;Pink;Purple;Red;White;Yellow,http://products.activinstinct.com/y2013/m12/397842/49045066-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
397921-FULLLEGBLACKT,"
							Compression garments enhance performance, delay fatigue, lower the risk of injury and speed up
recovery times. Based on fabrics and technology originally developed for medical compression products, they help to eliminate muscle and joint pain by supporting the muscles and reducing shock and vibrations.

This boosts your venous return, reducing the accumulation of toxins while increasing oxygenation to the muscles. The reduction in lactic acid build-up coupled with its shock absorption properties protects you from muscular fatigue and damage.

The Compressport F-Like Full Leg sleeve combines support for the two main compression areas (calves and thighs) into one product. The F-Like also optimises the knee position which is ideal for track, road, trail running and cycling.

Unlike conventional compression shorts which cover the groin, there is no need to machine wash these after each use, it can be hand washed in the shower then worn again straight away for recovery.						",7799,9124.83,COMPRESSPORT F-Like Full Leg Compression Guards,COMPRESSPORT,T1;T2;T3;T4;T1+;T2+;T3+;T4+,http://products.activinstinct.com/y2013/m12/397921/65735868-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
218622-1708,"
							These Kayenne goggles are an extremely high performing piece of swim wear kit. The oversized, ultra durable Plexisol lens offer 4-point expanded, 180-degree visibility, and because they are Plexisol, are ten times stronger than glass and 100 times as light.

The one-touch, Quick-Fit Buckle allows for a perfect fit with simple adjustments - even during use - and the stabilizing nose bridge keeps fitting secure and comfortable.

The lens also offers 100% UV protection, as well as antifog and UV lens treatment for long lasting clarity and durability from wear and scratches. The goggles are latex free, and include a silicone strap for extra durability and comfort.

Stay focused and comfortable with these exceptional goggles.						",3499,4093.83,AQUA SPHERE Kayenne Regular Fit Tinted Lens Goggles,AQUA,Tinted Lens/Black & Green Frame;Tinted Lens/Clear & Silver Frame,http://products.activinstinct.com/y2011/m03/218622/49185737-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
218622-1708,"
							These Kayenne goggles are an extremely high performing piece of swim wear kit. The oversized, ultra durable Plexisol lens offer 4-point expanded, 180-degree visibility, and because they are Plexisol, are ten times stronger than glass and 100 times as light.

The one-touch, Quick-Fit Buckle allows for a perfect fit with simple adjustments - even during use - and the stabilizing nose bridge keeps fitting secure and comfortable.

The lens also offers 100% UV protection, as well as antifog and UV lens treatment for long lasting clarity and durability from wear and scratches. The goggles are latex free, and include a silicone strap for extra durability and comfort.

Stay focused and comfortable with these exceptional goggles.						",3499,4093.83,AQUA SPHERE Kayenne Regular Fit Tinted Lens Goggles,AQUA,Tinted Lens/Black & Green Frame;Tinted Lens/Clear & Silver Frame,http://products.activinstinct.com/y2011/m03/218622/49185737-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
328966-GIHIND,"
							A brilliant combination of performance, value for money and style. This helmet features an Acu-Dial fit system, that provides one handed micro adjustment whilst on the move and ensures a perfect custom fit for every rider.

Advanced strap management keeps everything in place to allow further fine tuning for a safe and secure fit, there is In-Mould hard body to add strength and protection with no extra weight and 20 vents that allow cold air in and hot air out to provide cooling and increase rider comfort.

Additional rear exhaust vents pull air through the helmet even when riding uphill and at slower speeds and a Snap-Fit visor helps keep the sun and rain away from your face.MaterialEPS Liner Polycarbonate Shell 						",5299,6199.83,GIRO Indicator Sport Helmet,GIRO,Titanium;Black/Charcoal;Blue/Black;Red/Black;White/Silver,http://products.activinstinct.com/y2012/m12/328966/11634263-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
406062-GIHVER,"
							The Verona helmet combines sleek design and lightweight construction with fit and features that ride like the breeze, on the road or off. Made in a single, Universal Fit size with their convenient Acu Dial system, it adjusts easily and quickly with the turn of a dial so you can tune it in just right. A range of colours lets you choose exactly how your on-bike style comes together. Part of the Giro Women Series collection.

Features:

Full coverage shell
Snap fit visor with reinforced anchor points
Reflective rear decal
In-Mold polycarbonate shell with EPS liner						",5499,6433.83,GIRO Verona Cycle Helmet,GIRO,Titanium;Black;Black/White/Green;Blue;White,http://products.activinstinct.com/y2014/m01/406062/84420036-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
406102-BEHIND,"
							There is no need for a space-age racing helmet. You just need one that is comfortable, secure and easy to use. With its ingenious ErgoDial Fit System, detachable visor and effortless style the Indy is ready to go right out of the box. From city streets to the bike path, the Indy fits right in.

Suggested use for recreational MTB, recreational touring, casual/commuting.

Features:

ErgoDial fit System
Blade Visor
Extended Fusion In-Mould Microshell
Integrated Bug Net
Ratchet Buckle
Reflective Decals						",5999,7018.83,BELL Indy Cycle Helmet,BELL,Titanium;Black;Blue;Red;Silver/White,http://products.activinstinct.com/y2014/m01/406102/36273540-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
326869-T301N-0142,"
							The Asics Gel Kayano is the legend of the running shoe with each year bringing a new evolution and the 19 once again delivers an outstanding ride for the moderate over-pronator. As an IGS development the transition through the 3 phases of gait is very smooth and efficient with an enhanced upper fit and improved forefoot comfort.

This, the 2E version of the shoe, has a wider upper and sole to allow the bones of the foot to spread, preventing discomfort around the toes.

Features and Benefits:

It now features a Biomorphic Fit Upper, made with strategically placed stretch material to reduce buckling and the chance of potential irritation. It also has a Clutch Counter exoskelatal heel to provide improved support and a better fitting heel.

The Impact Guidance System enhances the foot's natural gait from heel strike to toe-off improving the efficiency and comfort of your foot-strike and movement. With Guidance Line technology a vertical flex groove decouples the tooling along the line of progression for enhanced gait efficiency.

With rearfoot and forefoot GEL cushioning systems employed it attenuates shock during impact and toe-off phases allowing movement in multiple planes as the foot transitions through the gait cycle.

The ComforDry sockliner provides the optimum cushioning performance that creates a cooler, drier and healthier shoe environment. The use of a discrete eyelet improves upper fit whilst reducing possible irritation stage whilst asymmetrical lacing creates an anatomically correct lacing environment that reduces potential for irritation and provides improved comfort and fit.

The Solyte midsole is a proprietary cushioning material that provides an exceptionally lightweight midsole with excellent bounce-back and durability. DuoMax is an ASICS proprietary system consisting of two or more different density midsole materials, designed to help correct the degree and velocity of pronation.

The lightweight heel counter on the outside of the upper provides improved support and fitting around the heel, while Biomorphic fit in the upper utilises stretchy material to reduce bunching, which can lead to blisters and irritation, when the shoe moves.MaterialRubber Synthetic Material 						",9499,11113.83,ASICS Men's Gel-Kayano 19 (2E) Running Shoes,ASICS,UK10.5;UK11.5,http://products.activinstinct.com/y2012/m11/326869/74426404-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
333975-1000191D690,"
							The Brooks T7 Racer running shoe is the ideal partner for runners looking to beat their PB's up to half marathon distance. You want to run hard and fast on race day and feel as lightweight as possible whilst having the maximum comfort you can, this is where the T7 delivers. Features a streamlined asymmetric upper that works with the anatomy of the foot to securely wrap the arch from start to finish.

For a superb lightweight feel, flexibility and good support its midsole construction is simple and effective featuring Rearfoot HydroFlow ST and a curved platform to attenuate the shock of your heel contact and fit perfectly.

The combination of HPR Plus and forefoot hyper pod construction in the outsole with Air Mesh and synthetic overlay materials in the upper provide excellent ventilation, durability and traction. The perfect race day shoe.MaterialRubber Synthetic Material 						",6699,7837.83,BROOKS T7 Racer Unisex Running Shoes,BROOKS,UK2.5;UK3;UK3.5;UK4;UK4.5;UK5;UK6.5;UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11,http://products.activinstinct.com/y2013/m01/333975/75766069-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
402034-1000191D102,"
							The Brooks T7 Racer running shoe is the ideal partner for runners looking to beat their PB's up to half marathon distance. You want to run hard and fast on race day and feel as lightweight as possible whilst having the maximum comfort you can, this is where the T7 delivers. Features a streamlined asymmetric upper that works with the anatomy of the foot to securely wrap the arch from start to finish.

For a superb lightweight feel, flexibility and good support its midsole construction is simple and effective featuring Rearfoot HydroFlow ST and a curved platform to attenuate the shock of your heel contact and fit perfectly.

The combination of HPR Plus and forefoot hyper pod construction in the outsole with Air Mesh and synthetic overlay materials in the upper provide excellent ventilation, durability and traction. The perfect race day shoe.MaterialRubber Synthetic Material 						",8249,9651.33,BROOKS T7 Racer Unisex Running Shoes,BROOKS,UK2.5;UK3;UK4.5;UK5;UK6;UK7.5;UK8.5;UK9.5;UK10.5;UK11;UK12,http://products.activinstinct.com/y2014/m01/402034/56137556-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
427811-BWR32,"
							The Shimano WR32 SPD-SL Ladies Road Cycling Shoes is an entry level shoe that ensures you don't compromise on performance or value with a high performance feel for efficient pedalling.

Features:

Tough, stretch-resistant synthetic leather and mesh upper
Triple asymmetrical straps prevent uncomfortable pressure on the foot
A snug, durable, breathable shoe which transfers power to the pedal and comfort to the rider
Women's Specific Fit
Shimano Dynalast secures the foot into the ideal ergonomic position for a more efficient up stroke
Low-profile, lightweight glass fibre reinforced-polyamide sole
SPD and SPD-SL cleat compatible
Weight: 486 g per pair in size 40MaterialSynthetic Leather 						",8249,9651.33,SHIMANO WR32 SPD-SL Ladies Road Cycling Shoes,SHIMANO,UK2;UK3;UK4;UK4.5;UK5.5;UK6;UK7,http://products.activinstinct.com/y2014/m05/427811/91364099-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
427803-BWR42,"
							The Shimano WR42 SPD-SL Ladies Road Cycling Shoes are designed to ensure top levels of performance at an affordable price providing a solid pedalling platform combined with excellent comfort.

Features:

Tough, stretch-resistant synthetic leather and mesh upper
Micro-adjust buckle and dual off-set straps for precise fit management
A snug, durable, breathable shoe which transfers power to the pedal and comfort to the rider
Women's Specific Fit
Shimano Dynalast secures the foot into the ideal ergonomic position for a more efficient up stroke
Low-profile, lightweight glass fiber reinforced-polyamide sole
SPD and SPD-SL cleat compatible
Weight: 523 g for a pair in size 40MaterialSynthetic Leather 						",9149,10704.33,SHIMANO WR42 SPD-SL Ladies Road Cycling Shoes,SHIMANO,UK2;UK3;UK4;UK4.5;UK5.5;UK6;UK7,http://products.activinstinct.com/y2014/m05/427803/47816988-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
427795-BWR62,"
							The SHIMANO WR62 SPD-SL Ladies Road Cycling Shoes feature a raft of performance technologies to provide you with a solid platform for efficient pedalling whilst maintaining comfort and performance.

Features:

Tough, stretch-resistant synthetic leather and mesh upper
Low-profile micro-adjust buckle and dual off-set straps for precise fit management
A snug, durable, breathable shoe which transfers power to the pedal and comfort to the rider
Women's Specific Fit
Shimano Dynalast secures the foot into the ideal ergonomic position for a more efficient up-stroke
Carbon fibre composite plate insert for incresed power transfer
Low-profile, lightweight glass fibre reinforced-polyamide sole
SPD and SPD-SL cleat compatible
Weight: 511 g for a pair in size 40MaterialSynthetic Leather 						",10499,12283.83,SHIMANO WR62 SPD-SL Ladies Road Cycling Shoes,SHIMANO,UK2;UK3;UK4;UK4.5;UK5.5;UK6;UK7,http://products.activinstinct.com/y2014/m05/427795/64593775-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
328028-BWT60,"
							An elite Triathlon and multi-sport shoe. This features Rovenica ultra-fine fibre synthetic leather for comfortable riding after the swimming leg and 3D moisture control mesh helps to keep your feet comfortable.

Oversized strap design for fast transitions an extra secure fit, strap position keeper for faster entry and chloroprene-reinforced heel cup maintains heel structure and placement.

An anatomical toe cap with air intake maintains important rigidity and breathability and there is a lightweight carbon fibre composite sole with an adjustable cleat hole position.MaterialMesh Rubber Synthetic 						",19499,22813.83,SHIMANO WT60 Ladies Triathlon Shoes,SHIMANO,UK2;UK3;UK4;UK4.5;UK5.5;UK6;UK7,http://products.activinstinct.com/y2012/m11/328028/76905127-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
433608-80121009-58,"
							Every pedal stroke is an injection of energy to the body and spirit and these enhance the comfort in the saddle.

Made using nylon and fibreglass, the NRG Air sole is ideal for those who require a lightweight, technical solution with calibrated stiffness that matches the need for comfort. Compatible with SPD pedals.

Countless ventilation holes keep your feet fresh, while a thinner design ensures you get the sensititvity and grip required.

The integrated heel system construction of the upper allows for efficient heel retention to integrate the structure, without the need of external elements.

The asymmetrical construction means that the bottom strap is moved to the centre so as to follow the anatomy of the foot and reduce pressure on the side area. The straps have been lightened, are thinner and maintain maximum grip.MaterialSynthetic Material 						",7799,9124.83,NORTHWAVE Eclipse Pro Ladies Road Shoe,NORTHWAVE,UK3.5;UK4.5;UK5.5;UK6;UK6.5;UK7.5;UK8.5,http://products.activinstinct.com/y2014/m06/433608/17957744-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
